sentence,label,data,regex
3.2 Session Data,1,Session,True
For each topic we utilized a minimum of 1 query and a maximum of 5 queries in each session. A minimum of 1 document snippet and a maximum of 10 document snippets were scanned per query.,0,,False
"In Table 2, the number of possible scanning paths is given for consecutive queries. If the session comprises at most 2 queries, first there are 10 possible paths after the first query, and for every path there are 10 possible paths after the second query. So the combinations of these at most two queries sum up to 10+10*10 ,""110 possible paths. In our experiment design, users can pose up to 5 queries depending on session strategy; this presents altogether 111,110 possible paths, which are taken into consideration.""",0,,False
"Table 2. Number of possible sessions per number of queries, when at most 10 documents can be scanned after each query",0,,False
Queries Possible sessions,0,,False
1 2 10 100,0,,False
3 1000,0,,False
"4 10,000",0,,False
"5 100,000",0,,False
" 111,110",0,,False
"We ran all 41 topics * 5 QM strategies * Q queries, Q  {3, 4, 5} depending on the strategy, and collected their results. Then we generated all 111K possible sessions from the query results, pruned the ones exceeding the time constraint in each scenario, and by using the recall base (qrels), evaluated the CG of the scanned snippets for each session. For example, for the session Q1->s11-> s12>s13->Q2->s21->s22->Q3->s31, the CG is calculated on the basis of the snippet sequence s11, s12, s13, s21, s22, s31. Altogether about 45 million sessions (41 topics * 5 QM strategies* 111,110 possible scanning sessions * 2 scenarios) were evaluated. As the collection has graded relevance assessments, CG was incremented by 3 points for the highly relevant documents, 2 points for the fairly relevant documents and 1 point for the marginal ones. Whenever a duplicate was retrieved by a subsequent query in a session, its gain was nullified. Finally, we ranked all sessions within a topic and a strategy by their CG scores. In this data set per topic, strategy and time constraint, each session is represented by its tuple of actions (see 2.1) and its gain.",1,ad,True
108,0,,False
3.3 Data Analysis,0,,False
"The action tuples allow the analysis of the number of queries and the length of each scan in a session. The ranked order of sessions allows identification of the best and the worst session across topics, strategy, scenario, and time constraint. We analyze the sets of 10 best sessions, and 10 worst sessions per topic as averages instead the single best or worst session. This approach smoothes minor random variations in human behavior and thus the set of top (bottom) 10 sessions provide more reliable measurements compared to the single best/worst session when we explore their properties under varying conditions. Since the present study does not aim to prove one retrieval method better than another, we report the findings without tests on significance of statistical differences.",1,ad,True
4. EXPERIMENTS,0,,False
4.1 Results for the 60 Seconds Time Frame,0,,False
"First we discuss the CG results under the two scenarios, PC and SP. We present the best case and worst case results regarding all querying-scanning sessions based on the five QM strategies: S1 (sequence of individual words); S2 (two-words; last word varied); S3 (three-words; last word varied); S4 (incremental extension starting from one word); and S5 (incremental extension starting from two words). Table 3 gives the averaged CG values, the number of queries and scans per query for 10 best and 10 worst cases for every QM strategy for the 60 second time constraint, which are utilized in the following figures in this section.",0,,False
"Table 3. Averaged CG, number of Queries (#q) and Scans per Query (s/q) for scenarios PC and SP, for 5 strategies for the 10 best (b) and 10 worst (w) sessions, time constraint 60 seconds",1,Query,True
Time Environment (60 s) best/worst,0,,False
b,0,,False
PC,0,,False
avg.,0,,False
w,0,,False
CG,0,,False
b,0,,False
SP,0,,False
w,0,,False
b,0,,False
PC,0,,False
avg.,0,,False
w,0,,False
#q,0,,False
b,0,,False
SP,0,,False
w,0,,False
b,0,,False
PC,0,,False
avg.,0,,False
w,0,,False
s/q,0,,False
b,0,,False
SP,0,,False
w,0,,False
Query Modification Strategies,1,Query,True
S1 S2,0,,False
S3,0,,False
S4,0,,False
S5,0,,False
4.9 8.3 8.5 7.9 8.1,0,,False
1.2 5.4 7.1 4.7 6.0,0,,False
2.8 3.6 2.3 4.4 3.7,0,,False
1.2 2.8 2.3 2.0 2.9,0,,False
2.7 2.6 2.5 4.2 3.0,0,,False
5.0 4.0 3.0 5.0 4.0,0,,False
1.9 1.5 1.0 2.0 1.5,0,,False
2.7 1.7 1.0 2.6 1.7,0,,False
6.4 6.3 6.2 3.8 5.3,0,,False
3.0 3.8 5.0 3.0 3.8,0,,False
4.7 3.6 2.5 4.0 3.6,0,,False
1.6 2.5 2.5 1.7 2.5,0,,False
"Table 4 and Table 5 are equivalent to Table 3 but for the time constraints 90 and 120 seconds, respectively. Figure 1 shows the CG of the best (worst) sessions for each strategy in both scenarios under the overall cost constraint of 60 seconds. Note that all sessions require 60 seconds or less if no further action fits in (the absolutely worst imaginable session without any time requirement, in terms of the CG, would naturally consist of the initial action (IA) only). In other words, regarding the worst results, we report CG for the worst possible 60 second performance.",0,,False
"When the best sessions of the PC and SP cases are compared in Figure 1, the PC case performs at a considerably higher level (average CG is above 8 in three strategies) than the SP case (average CG is below 5 in all strategies).",0,,False
"Fig 1. Cumulated Gain under cost constraint of 60 seconds. Second, when the best and the worst cases are compared within the scenarios, not surprisingly, the best case results are typically clearly better than the worst case results except in SP case for S3. In the latter case both the best and the worst session may not contain more than one query because of high query entry cost. Third, among the best cases for PC the strategies S2 and S3 are almost equally good. For the SP case, the strategy S2 (varying the second word), S4 (extending from one word), and S5 (extending from two words) lead to much higher gain than S1 and S3. An interesting trade-off in the SP scenario can be observed when the scanning length is considered. In the best case the gain reached increases from S1 to S2. However, the average scanning length decreases (Fig. 2). In other words, a better result is achieved using the longer queries although a smaller number of documents are scanned on the average; the ranking is simply better.",1,ad,True
Fig 2. Average number of scanned document snippets per query under cost constraint of 60 seconds.,0,,False
109,0,,False
"Table 4. Averaged CG, number of Queries (#q) and Scans per Query (s/q) for scenarios PC and SP, for 5 strategies for the 10 best (b) and 10 worst (w) sessions, time constraint 90 seconds",1,Query,True
Time (90 s),0,,False
avg. CG,0,,False
avg. #q,0,,False
avg. s/q,0,,False
Environment,0,,False
Query Modification Strategies,1,Query,True
best/worst S1 S2,0,,False
S3,0,,False
S4,0,,False
S5,0,,False
b 5.8 10.5 10.4 10.4 10.5,0,,False
PC w 1.9 7.6,0,,False
10.3,0,,False
7.6,0,,False
8.7,0,,False
b 5.0 7.3 6.0 7.1 7.0,0,,False
SP w 0.9 2.5,0,,False
3.0,0,,False
2.5,0,,False
2.6,0,,False
b 3.8 3.5 3.0 5.0 4.0,0,,False
PC w 5.0 4.0,0,,False
3.0,0,,False
5.0,0,,False
4.0,0,,False
b 2.0 2.0 1.9 2.5 2.0,0,,False
SP w 4.1 3.4,0,,False
2.6,0,,False
4.1,0,,False
3.4,0,,False
b 6.9 7.3 8.3 5.0 6.3,0,,False
PC w 5.0 6.3,0,,False
8.3,0,,False
5.0,0,,False
6.3,0,,False
b 8.8 6.8 4.7 6.3 6.8,0,,False
SP w 1.6 1.4,0,,False
1.7,0,,False
1.4,0,,False
1.4,0,,False
4.2 Results for the 90 Seconds Time Frame,0,,False
"Figure 3 shows the CG results when the sessions take 90 seconds. In this case, the observations comply with the 60 second case. Difference between S3's best and worst CG values is closing in the PC scenario; this is because of lacking further scanning options, there is now enough time to scan almost all 10 documents for each query. S3 strategy has a maximum of 3 queries to execute before the 5 keywords run out. This in turn confines the possible scanning space. It is also conspicuous that the difference between best and worst CG values in SP case is much larger than in PC case.",0,,False
Fig 3. Cumulated Gain under cost constraint of 90 seconds.,0,,False
"When scanning in the best sessions of the PC and SP cases is compared (Fig. 4), we notice that even though the scans per query values for SP case are higher than or similar to the PC case, the CG values are always poorer (Fig. 3). This is due to the smaller number of posed queries in SP case than in PC case. This follows from the trade-off between query vs. scan costs.",1,ad,True
Fig 4. Average number of scanned document snippets per query under cost constraint of 90 seconds.,0,,False
"Interestingly, the difference between the best and the worst sessions both in terms of gain and average scan length remains great in SP case, but fades away in PC case. In the latter, 90 seconds allows the searcher to launch almost all queries and scan the best results in all cases. When the results are compared between different strategies, the strategy S4 with on average 5 scans in PC case and approximately 6 scans in SP case (Fig. 4) produce similar CG values as the other QM strategies (Fig. 3). Again, larger queries yield better rankings. On the other hand, S3 in SP case has less than 5 scans per query, and still achieves slightly better CG results than S1 strategy.",1,ad,True
"Table 5. Averaged CG, number of Queries (#q) and Scans per Query (s/q) for scenarios PC and SP, for 5 strategies for the 10 best (b) and 10 worst (w) sessions, time constraint 120 seconds",1,Query,True
Time Environment Query Modification Strategies,1,Query,True
(120 s) best/worst S1 S2,0,,False
S3,0,,False
S4,0,,False
S5,0,,False
PC b 6.4 11.1 11.4 11.7 11.5,0,,False
avg.,0,,False
w 3.4 10.5 11.4 10.0 10.9,0,,False
CG,0,,False
SP b 5.6 9.1,0,,False
9.2,0,,False
9.1,0,,False
8.9,0,,False
w 1.1 5.1 6.7 4.5 5.7,0,,False
b 4.8 4.0 3.0 5.0 4.0,0,,False
PC,0,,False
avg.,0,,False
w 5.0 4.0 3.0 5.0 4.0,0,,False
#q,0,,False
b 3.0 2.9 2.0 3.0 2.9,0,,False
SP,0,,False
w 5.0 4.0 3.0 5.0 4.0,0,,False
b 7.3 8.8 10.0 7.0 8.8,0,,False
PC,0,,False
avg.,0,,False
w 7.0 8.8 10.0 7.0 8.8,0,,False
s/q,0,,False
SP b 7.6 6.6,0,,False
8.8,0,,False
7.6,0,,False
6.5,0,,False
w 2.8 3.5 4.7 2.8 3.5,0,,False
4.3 Results for the 120 Seconds Time Frame,0,,False
"Figure 5 shows the CG values under the cost constraint of 120 seconds. In the PC case, the gaps between the best and worst CG values are diminishing. This can be explained so that every strategy except S1and S4 has enough time to pose all the queries and employ much scanning. According to the experiment design, worst cases must also use up the allocated time, and this results in that there is enough time to launch all queries and scan the results. When the best sessions of the PC and SP cases are compared, we notice that there are no large differences. Again, in Figure 6 we can see as many scans per query (S/Q) for S1 and S4 in the SP case as in the",0,,False
110,0,,False
"PC case for best sessions. Besides all the strategies for PC case show the same S/Q for 10 best and 10 worst sessions. Although in SP case S/Q values diverge from each other, Figure 6 exhibits similar patterns as Figure 4. From Figure 5 one can conclude that, if there is enough time for searching, one should use at least two word queries for good results. If the queries are of lower quality like S1, then scanning matters. In short, the more you scan, the more you get.",0,,False
Fig 5. Cumulated Gain under cost constraint of 120 seconds.,0,,False
Fig 6. Average number of scanned document snippets per query under cost constraint of 120 seconds.,0,,False
5. DISCUSSION,0,,False
"We had three empirical and one methodological research question. The three empirical ones were about effectiveness of different QM strategies under time constraints, characteristics of the best and the worst QM sessions, and the stability of the observed trends. The methodological one was about proper evaluation of sessions under time constraints. We will consider each of the questions below. Strategy effectiveness. Given a stringent time frame in the PC scenario, the user cannot use the entire vocabulary (all queries) and perform exhaustive scanning for all queries. Short queries (strategy S1) are clearly inferior regarding session effectiveness. It seems reasonable to invest on two to three word queries (S2, S3) because the evidence thereby added for ranking significantly improves the quality of the results. This can also be seen in strategies S4 and S5, when they have enough time to advance beyond the first query. When more time is allocated to searching, the weaker strategies catch up because there is more time for scanning the results and the weaker ranking effectiveness is not that critical.",1,ad,True
"In the SP scenario the rules of the game change a bit. In a stringent time frame there is no time for tedious query input, and one must compromise toward short scanning of weaker quality rankings. The more effective strategies cannot be applied at all due to high query input cost. Again, when more time is allocated, weaker strategies catch up. In the longest sessions of S2-S5, the gap between the best vs. worst sessions begins to close.",0,,False
"Session characteristics. In the PC scenario, under stringent time constraints, the best sessions involved less queries and longer scans than the worst sessions (Table 3). However, as the time allocation grows, the differences disappear. Between the best strategies in the PC case, both the number of queries and the average scan lengths increase as time allocation grows (Tables 3-5). Correspondingly, in the worst sessions, the number of queries does not change as time grows, but the scan lengths grow. This is because the worst sessions consume all possible queries even under the shortest time frame. Similarity with best sessions grows.",1,Session,True
"In the SP scenario, under stringent time constraints, the best sessions also involved less queries and longer scans than the worst sessions (Table 3). As the time allocation grows, the differences remain, probably due to shortage of time even in the longer sessions. Between the best strategies in the SP case, both the number of queries and the average scan lengths increase as time allocation grows, the latter dramatically between 60 and 90 seconds (Tables 34). Correspondingly, in the worst sessions, the number of queries grows along time, but the scan lengths remain low. The worst behavior here means investing the effort in query input. Also here there were interesting differences in scan lengths between queries in sessions.",0,,False
"All in all, if time allows, two to three first query words that one identifies, followed by a longer scan, seem to provide reasonable performance, no matter what the strategy among S2-S5 is.",0,,False
"Effect of time. With limited time allowance, it seems important to make a good compromise between providing evidence for ranking (longer queries) and scanning the search results. The compromise depends on the overall cost levels related to the stringency of the time frame and on the relations between cost types. This depends on the searching device. Expensive input favors scanning at length, cheap input favors better queries. The more time is available the less it matters how one searches ­ there will be time to identify the relevant documents.",0,,False
"Evaluation methodology. Typical IR evaluation metrics are based on the quality of ranking alone. In session-based evaluation they must be applied with great care because they may be insufficient or even misleading. They may be partially insensitive to the user's experience and observed costs and benefits. This is particularly critical, when user's costs (time expenditure) are taken into account and the metric employs normalization, i.e. scaling the measurements to a predefined range such as [0, 1]. For example, the popular NDCG metric [15] and its non-discounted counterpart NCG should be avoided in any comparisons between searching environments, and between strategies within a given searching environment when input costs are taken into account. This is because the ideal gain vector used for normalization is read to vastly different lengths between strategies or environments. For example, consider Figure 7, which plots NCG over time for strategy S2 in the two scenarios.",1,ad,True
111,0,,False
Fig 7. NCG vs. time comparison of PC and SP for S2 (41 Topics).,0,,False
"Due to normalization (division by the ideal cumulated gain vector) the SP scenario seems to have better performance in the time frame from 40 to 135 seconds. This is due to (a) ranking being somewhat effective, and (b) the number of documents seen in each session: in the PC case the user sees 15 to 35 documents, but in the SP case only 5 to 20 documents in the indicated time frame. Figure 8 plots CG with the corresponding data and makes the difference clear.",0,,False
"Fig 9. Traditional View, CGs over ranks for 41 topics, scenarios PC and SP for strategies S1 (allowing 5 queries) and S3 (allowing only 3 queries).",1,ad,True
"In Figure 9, both scenarios PC and SP have the same observed effectiveness, because the evaluation focuses on the gain (CG) over the result ranks, no matter how long it takes to retrieve the documents. The two strategies S1 and S3 differ in effectiveness, S3 providing far better effectiveness than S1. However, when time is taken into account (Fig. 10), the scenarios and strategies differ greatly from each other. Up to 60 seconds, S3 in the SP case is the worst strategy and this is entirely due to the high input cost of the long query. With enough time (180 sec.), S3 in SP catches up S3 in PC case. Also, PC and SP do not much differ for S1 due to the relatively low input cost and weak result quality. Comparing Figures 9 and 10, it is easy to see that time drives interaction and profoundly affects both user experience and effectiveness in sessions in different scenarios.",0,,False
Fig 8. CG over time for S2 in scenarios PC and SP (41 Topics).,0,,False
"Similar pitfalls also plague the most classic metric, MAP. Consider the following two rankings observed for a given topic in two scenarios and/or strategies under the same time constraint (say, one minute; queries omitted and binary relevance for simplicity):",1,MAP,True
r1: 0 0 0 0 0 0 0 0 1 1,0,,False
r2: 1 0 0 0 0,0,,False
"Further, assume that there are three relevant documents for the topic. The MAP for the ranking r1 is (1/9 + 2/10 + 0)/3 , 0.103 and for r2 (1 + 0 + 0)/3 ,"" 0.333. Arguably, r2 is the better ranking, but if both require one minute, what is the user's opinion? The first session collected twice as many relevant documents.""",1,MAP,True
"Even within the un-normalized metric, such as CG, incorporating time in session-based evaluation has profound effects. Consider Figures 9 and 10. The former gives traditional cumulated gain over ranks for strategies S1 and S3 for the 41 topics. The latter gives CG over time in the two scenarios.",1,corpora,True
"Fig 10. Time based View, CGs over time for 41 topics, scenarios PC and SP for strategies S1 and S3.",0,,False
"Limitations. In our study we did not take into account the time, which users spend for pondering about possible query words. One might argue that the more words one needs to identify, the harder (and slower) per word it comes. However, the thinking time is the same between sessions using the same number of words. In addition, this could be taken into account by revising subsequent query costs (Table 1). We have chosen to short-cut here in order to avoid too much complexity at this stage. Furthermore, we do not consider the time users spend in examining documents. This may depend on the device used. This can be seen as an artificial limitation. Tackling it would, however, complicate analysis, and this is therefore left for later study. We did not simulate user's learning during a session. Admittedly, learning from snippets and seen documents take place.",1,ad,True
112,0,,False
This is not impossible to simulate but some challenges remain to be solved.,0,,False
"We employed in the evaluation relatively limited query vocabularies, simple bag-of-word queries, and relatively short time frames. The query vocabularies and structure are justified by query length statistics in many search environments [14], [29], and the time frames by our simulation capabilities. However, the time frames are for effective search time in sessions, excluding thinking and document examination time. While the query vocabularies are short, they are human-generated for this collection, and therefore more realistic than words mined, e.g., from known relevant documents (in qrels).",0,,False
"We did not cover all the imaginable complex sessions. However we employed idealized and literature-based sessions, which shed the light on the peculiar evaluation problems beyond the traditional rank-based evaluation. This is a step forward while we are not suggesting that anyone follows a single strategy consistently in real life.",1,ad,True
"Our initial results are promising. First, the scenario, and to a large extent the device itself, dictate what kind of interactive behavior can be successful. Because real users do have limited resources and they use various devices having different properties, our methodology has unquestionable user relevance and potential pragmatic value for the industry. Measuring the effectiveness of systems from the pragmatic point of view may increase the validity of the results achieved. This may lead to greater user satisfaction. Secondly, our experimental results suggest that strict time constraints determine some session strategies as the best strategies as they maximize CG. The strengths of our approach are:",1,ad,True
· The QM strategies S1-S5 have an empirical real life grounding,0,,False
"· The query vocabularies were generated by real test persons, and only thereafter used in automatic simulation",0,,False
"· We were able to evaluate over 20M sessions in each scenario; this is clearly intractable both physically, intellectually and economically with human test persons.",0,,False
"We have only taken the first steps. In future, we will study the dimensions of variation related to users, systems, information sources and sessions to construct more fine-grained scenarios explicating hypotheses about user goals, learning, and behaviors to validate evaluation measures used. [19]",0,,False
6. CONCLUSIONS,0,,False
"In this study, we have shown the necessity of a pragmatic evaluation approach based on scenarios with explicit subtask costs under an overall time constraint. Effectiveness of various query modification and scanning strategies for two scenarios, namely, PC and SP is analyzed. Furthermore, the characteristics of the best and the worst interactive search sessions are examined. Expensive input favors scanning at length, cheap input favors better queries. The more time is available the less it matters how one searches ­ there will be time to identify the relevant documents. We have shown that the effort required by searching devices and the overall search time allocation drive interaction and profoundly affect both user experience and effectiveness in sessions in different scenarios. Moreover, we have also pointed out the inapt use of all normalized rank-based measures. Thus, we hope we could instigate new evaluation metrics for time-based comparisons.",0,,False
7. ACKNOWLEDGMENT,0,,False
This research was funded by Academy of Finland grant number 133021.,1,ad,True
8. REFERENCES,0,,False
"[1] Azzopardi, L. 2007. Position Paper: Towards Evaluating the User Experience of Interactive Information Access Systems. In SIGIR'07 Web Information-Seeking and Interaction Workshop, 5 p.",0,,False
"[2] Azzopardi, L. 2011. The economics of interactive information retrieval. In Proceedings of the 34th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, 15-24.",0,,False
"[3] Bates, M. J. 1979. Information search tactics. Journal of the American Society for Information Science, 30(4), 205-214.",0,,False
"[4] Bates, M. J. 1989. The Design of Browsing and Berrypicking Techniques for the Online Search Interface. Online Review, 13(5), 407-424.",0,,False
"[5] Beaulieu, M. 2000. Interaction in Information Searching and Retrieval. Journal of Documentation, 56(4), 431-439.",0,,False
"[6] Belkin, N. L. 1980. Anomalous States of Knowledge as a Basis for Information Retrieval. Canadian Journal of Information and Library Science, 5, 133-143.",1,ad,True
"[7] Card, S. K., Moran, T. P., and Newell, A. 1983. The Psychology of Human-Computer Interaction. L. Erlbaum Assoc. Inc., Hillsdale, NJ, USA.",0,,False
"[8] Cleverdon, C.W., Mills, L., and Keen, M. 1966. Factors determining the performance of indexing systems, vol. 1-design. In Aslib Cranfield Research Project, Cranfield.",0,,False
"[9] Dunlop, M. D. 1997. ""Time Relevance and Interaction Modeling for Information Retrieval"". In Proceedings of the 20th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, Philadelphia,206-213.",1,ad,True
"[10] Fidel, R. 1985. Moves in online searching. Online Review, 9 (1), 62-74.",0,,False
"[11] Hearst, M. A. 2011. ""Natural"" Search User Interfaces. Communications of the ACM, vol. 54, 60-67.",0,,False
"[12] Hersh, W., Turpin, A., Price, S., Chan, B., Kraemer, D., Sacherek, L., and Olson, D. 2000. Do Batch and user Evaluations Give the Same Results? In Proceedings of the 23rd Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, 17-24.",0,,False
"[13] Ingwersen, P. and Järvelin, K. 2005. The Turn: Integration of Information Seeking and Retrieval in Context. Heidelberg, Springer.",0,,False
"[14] Jansen, M. B. M., Spink, A., and Saracevic, T. 2000. Real Life, Real Users, and Real Needs: A Study and Analysis of User Queries on the Web. Information Processing & Management, 36(2), 207-227.",0,,False
"[15] Järvelin, K. and Kekäläinen, J. 2002. Cumulated Gain-Based Evaluation of IR Techniques. ACM Transactions on Information Systems, 20(4), 422-446.",0,,False
"[16] Järvelin, K. and Kekäläinen, J. 2000. IR evaluation methods for retrieving highly relevant documents. In Proceedings of the 23rd Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, Athens, Greece, 41-48.",0,,False
"[17] Kamvar, M. and Baluja, S. 2007. Deciphering Trends in Mobile Search. Computer, 40(8), 58-62.",0,,False
"[18] Karat, C-M., Halverson, C., Horn, D., and Karat, J. 1999. Patterns of entry and correction in large vocabulary continuous",0,,False
113,0,,False
"speech recognition systems. In ACM Conference on Human Factors in Computing Systems, 568-575.",0,,False
"[19] Karlgren, J., Järvelin, A., Eriksson, G, and Hansen, P. 2011. Use cases as a component of information access evaluation. In DESIRE'11 workshop, October 28, 2011, Glasgow, Scotland, UK.",0,,False
"[20] Keskustalo, H., Järvelin, K., Pirkola, A., Sharma, T. and Lykke, M. 2009. Test Collection-Based IR Evaluation Needs Extension Toward Sessions ­ A Case of Extremely Short Queries. In Proceedings of the 5th Asia Information Retrieval Symposium (AIRS'09), 63-74.",1,Session,True
"[21] Kuhlthau, C. C. 1991. Inside the Search Process. Journal of the American Society for Information Science, 42(5), 361-371.",0,,False
"[22] Price, S.L., Nielsen, M.L., Delcambre, L.M.L., and Vedsted, P. 2007. Semantic Components Enhance Retrieval of Domainspecific Documents. In Proceedings of the 16th ACM CIKM, 429-438.",0,,False
"[23] Ruthven, I. 2008. Interactive Information Retrieval. In Annual Review of Information Science and Technology, vol. 42, 2008. 43-91.",0,,False
"[24] Salton, G. 1970. Evaluation Problems in Interactive Information Retrieval. Information Storage and Retrieval, 6, 29-44.",0,,False
"[25] Smith, C. L. and Kantor, P. B. 2008. User Adaptation: Good Results from Poor Systems. In Proceedings of the 31st Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, 147-154.",0,,False
"[26] Smucker, M. D. 2009. Towards Timed Predictions of Human Performance for Interactive Information Retrieval Evaluation. In Third Workshop on Human-Computer Interaction and In-",0,,False
"formation Retrieval (HCIR'09), October 23, 2009, Washington DC, USA.",0,,False
"[27] Sormunen, E. 2002. Liberal Relevance Criteria of TREC ­ Counting on Negligible Documents? In Proceedings of the 25th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, Tampere, 324-330.",1,TREC,True
"[28] Spink, A. 1997. Study of Interactive Feedback during Mediated Information Retrieval. Journal of the American Society for Information Science, 48(5), 382-394.",0,,False
"[29] Stenmark, D. 2008. Identifying Clusters of User Behavior in Intranet Search Engine Log Files. Journal of the American Society for Information Science, 59(14), 2232-2243.",0,,False
"[30] Su, L.T. 1992. Evaluations Measures for Interactive Information Retrieval. Information Processing & Management 28(4), 503-516.",0,,False
"[31] Turpin, A. and Hersh, W. 2001. Why Batch and User Evaluations Do Not Give the Same Results. In Proceedings of the 24th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, 225-231.",0,,False
"[32] Turpin, A. and Scholer, F. 2006. User Performance versus Precision Measures for Simple Search Tasks. In Proceedings of the 29th Annual International ACM SIGIR Conference on Research and Development in Information Retrieval, 11-18.",0,,False
"[33] Vakkari, P. 2000. Cognition and changes of search terms and tactics during task performance. In Proceedings of RIAO 2000 Conference, Paris: C.I.D., 894-907.",0,,False
114,0,,False
,0,,False
Effect of Dynamic Pruning Safety on Learning to Rank Effectiveness,0,,False
"Craig Macdonald1, Nicola Tonellotto2, Iadh Ounis1",1,ad,True
"1 University of Glasgow, Glasgow, G12 8QQ, UK 2 National Research Council of Italy, Via G. Moruzzi 1, 56124 Pisa, Italy",0,,False
"{craig.macdonald, iadh.ounis}@glasgow.ac.uk1, {nicola.tonellotto}@isti.cnr.it2",1,ad,True
ABSTRACT,0,,False
"A dynamic pruning strategy, such as Wand, enhances retrieval efficiency without degrading effectiveness to a given rank K, known as safe-to-rank-K. However, it is also possible for Wand to obtain more efficient but unsafe retrieval without actually significantly degrading effectiveness. On the other hand, in a modern search engine setting, dynamic pruning strategies can be used to efficiently obtain the set of documents to be re-ranked by the application of a learned model in a learning to rank setting. No work has examined the impact of safeness on the effectiveness of the learned model. In this work, we investigate the impact of Wand safeness through experiments using 150 TREC Web track topics. We find that unsafe Wand is biased towards documents with lower docids, thereby impacting effectiveness.",1,ad,True
Categories & Subject Descriptors: H.3.3 [Information Storage & Retrieval]: Information Search & Retrieval,0,,False
"General Terms: Performance, Experimentation",0,,False
"Keywords: Dynamic Pruning, Learning to Rank",0,,False
1. INTRODUCTION,1,DUC,True
"A search engine deploying learning to rank techniques reranks the top K documents retrieved by a standard weighting model, known as the sample [3], as shown in Figure 1. To improve the efficiency of such a deployment, a dynamic pruning strategy such as Wand [1] could easily be used, which omits the scoring of documents that cannot reach the top K retrieved set. In doing so, Wand is safe-to-rank-K, which we denote as safe for short.",0,,False
"Wand follows a Document-at-a-time retrieval strategy (DAAT), whereby the posting lists for all constituent terms of a query are processed in parallel, allowing immediate decisions as to whether a document has scored high enough to make the current top K retrieved set. In particular, Wand repeatedly calculates a pivot term, by comparing the upper bounds (t) of each query term t to the current score of the K-th ranked document, known as the threshold  . The next document containing the pivot term is called the pivot document, which will be the next document to be fully scored. If the scored document exceeds the threshold  , then the current K-th ranked document is expelled from the retrieved set, the new document inserted, and  updated. As the scoring for a query continues, the threshold  rises, such that more documents can be omitted from scoring.",0,,False
"However, Broder et al. [1] showed that Wand can be made more efficient by relaxing the safeness guarantee. This is",1,ad,True
"Copyright is held by the author/owner(s). SIGIR'12, August 12­16, 2012, Portland, Oregon, USA. ACM 978-1-4503-1472-5/12/08.",0,,False
Figure 1: Retrieval phases of a search engine.,0,,False
"achieved by artificially increasing  by a factor F  1. F ,"" 1 guarantees safe retrieval, while for F > 1, increased efficiency can be achieved without much degradation in effectiveness. However, to the best of our knowledge, no previous work in the literature has addressed how such unsafe document rankings affect retrieval performance within a modern learning to rank setting. This paper provides a first study into the effect of safeness within a learning to rank setting, while providing explanations for the observed inherent bias in unsafe pruning that can improve effectiveness in some settings. Indeed, in contrast to a safe setting, unsafe Wand is dependent on the ordering of the collection, suggesting that further research into addressing the bias is needed.""",1,ad,True
2. DATA & METHODS,0,,False
"Our experiments use the ClueWeb09 (cat. B) collection, which comprises 50 million English Web documents, and is aimed to represent the first tier index of a commercial search engine. We use the 150 corresponding topics and relevance assessments from the TREC Web tracks 2009-2011.",1,ClueWeb,True
"We index this collection using the Terrier information retrieval platform1, with stemming and stopword removal. Following the three phase architecture of Figure 1, the top K ,"" 1000 documents are ranked by Wand using the DPH Divergence from Randomness weighting model. We use a total of 33 standard query-dependent features (e.g. term weighting models, proximity features) and query-independent document features (e.g. link analysis, URL length, content quality). To re-rank the documents in the sample, we use the LambdaMART learning to rank technique [2, 4], which represents a state-of-the-art learning to rank technique, as per its recent performance in the 2011 Yahoo! learning to rank challenge. In particular, the 150 TREC topics are randomly split into three sets, namely training, validation and test. In the following, we experiment with the effectiveness of samples and LambdaMART models for various F values, while comparing and contrasting their retrieval effectiveness, in terms of NDCG@20 and relevant documents retrieved.""",1,Yahoo,True
1http://terrier.org,0,,False
1051,0,,False
0.3,0,,False
0.25,0,,False
NDCG@20,0,,False
0.2,0,,False
0.15,0,,False
0.1,0,,False
0.05,0,,False
WAND Sample WAND+LambdaMART,0,,False
0,0,,False
1 2 3 4 5 6 7 8 9 10,0,,False
F,0,,False
"Figure 2: NDCG@20 for the WAND sample, and LambdaMART applied on the WAND sample.",0,,False
LambdaMART NDCG@20 Sample NDCG@20 Relevant Retrieved in Sample Mean docid of Relevant Retrieved,0,,False
Mean docid of docs present in sample A not present in sample B,0,,False
"F ,1 0.2718 0.2242 1931 26.7M",0,,False
"F , 1 (A)  F , 1.75 (B)",0,,False
"F , 1.75 0.3055* 0.2242",0,,False
1849 25.6M,0,,False
"F , 1.75 (A)  F , 1 (B)",0,,False
35.8M,0,,False
11.2M,0,,False
"Table 1: Analysis of safe and unsafe samples and learned models, as well as comparative statistics.",0,,False
3. RESULTS & ANALYSIS,0,,False
