sentence,label,data,regex
"[20] Jiyun Luo, Sicong Zhang, and Hui Yang. 2014. Win-win Search: Dual-agent Stochastic Game in Session Search. In Proceedings of the 37th International ACM",1,Session,True
"SIGIR Conference on Research &#38; Development in Information Retrieval (SIGIR '14). ACM, New York, NY, USA, 587­596. [21] Lilyana Mihalkova and Raymond Mooney. 2009. Learning to Disambiguate Search Queries from Short Sessions. In Machine Learning and Knowledge Discovery in Databases. Lecture Notes in Computer Science, Vol. 5782. Springer. [22] Filip Radlinski and Susan Dumais. 2006. Improving Personalized Web Search Using Result Diversi cation. In Proceedings of the 29th Annual International ACM",1,Session,True
"SIGIR Conference on Research and Development in Information Retrieval (SIGIR '06). ACM, New York, NY, USA, 691­692. [23] Filip Radlinski, Robert Kleinberg, and Thorsten Joachims. 2008. Learning Diverse Rankings with Multi-armed Bandits. In Proceedings of the 25th International Conference on Machine Learning (ICML '08). ACM, New York, NY, USA, 784­791. [24] Rodrygo L.T. Santos, Craig Macdonald, and Iadh Ounis. 2010. Exploiting Query Reformulations for Web Search Result Diversi cation. In Proceedings of the 19th International Conference on World Wide Web (WWW '10). 881­890. [25] Rodrygo L. T. Santos, Jie Peng, Craig Macdonald, and Iadh Ounis. 2010. Explicit Search Result Diversi cation through Sub-queries. [26] Guy Shani, David Heckerman, and Ronen I. Brafman. 2005. An MDP-Based Recommender System. J. Mach. Learn. Res. 6 (Dec. 2005), 1265­1295. [27] David Silver, Aja Huang, Chris J Maddison, Arthur Guez, Laurent Sifre, George Van Den Driessche, Julian Schrittwieser, Ioannis Antonoglou, Veda Panneershelvam, Marc Lanctot, et al. 2016. Mastering the game of Go with deep neural networks and tree search. Nature 529, 7587 (2016), 484­489. [28] David Silver, Julian Schrittwieser, Karen Simonyan, Ioannis Antonoglou, Aja Huang, Arthur Guez, Thomas Hubert, Lucas Baker, Matthew Lai, Adrian Bolton, et al. 2017. Mastering the game of go without human knowledge. Nature 550, 7676 (2017), 354. [29] Xiaojie Wang, Zhicheng Dou, Tetsuya Sakai, and Ji-Rong Wen. 2016. Evaluating Search Result Diversity Using Intent Hierarchies. In Proceedings of the 39th",1,ad,True
"International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR '16). ACM, New York, NY, USA, 415­424. [30] Zeng Wei, Jun Xu, Yanyan Lan, Jiafeng Guo, and Xueqi Cheng. 2017. Reinforcement Learning to Rank with Markov Decision Process. In Proceedings of the 40th",0,,False
"International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR '17). 945­948. [31] Long Xia, Jun Xu, Yanyan Lan, Jiafeng Guo, and Xueqi Cheng. 2015. Learning Maximal Marginal Relevance Model via Directly Optimizing Diversity Evaluation Measures. In Proceedings of the 38th International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR '15). 113­122. [32] Long Xia, Jun Xu, Yanyan Lan, Jiafeng Guo, and Xueqi Cheng. 2016. Modeling Document Novelty with Neural Tensor Network for Search Result Diversi cation. In Proceedings of the 39th International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR '16). 395­404. [33] Long Xia, Jun Xu, Yanyan Lan, Jiafeng Guo, Wei Zeng, and Xueqi Cheng. 2017. Adapting Markov Decision Process for Search Result Diversi cation. In Proceed-",1,Novelty,True
"ings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval (SIGIR '17). 535­544. [34] Jun Xu, Long Xia, Yanyan Lan, Jiafeng Guo, and Xueqi Cheng. 2017. Directly Optimize Diversity Evaluation Measures: A New Approach to Search Result Diversi cation. ACM Trans. Intell. Syst. Technol. 8, 3, Article 41 (Jan. 2017), 26 pages. [35] Hai-Tao Yu, Adam Jatowt, Roi Blanco, Hideo Joho, Joemon Jose, Long Chen, and Fajie Yuan. 2017. A concise integer linear programming formulation for implicit search result diversi cation. In Proceedings of the Tenth ACM International Conference on Web Search and Data Mining. ACM, 191­200. [36] Yisong Yue and Thorsten Joachims. 2008. Predicting Diverse Subsets Using Structural SVMs. In Proceedings of the 25th International Conference on Machine Learning (ICML '08). ACM, New York, NY, USA, 1224­1231. [37] Yisong Yue and Thorsten Joachims. 2009. Interactively Optimizing Information Retrieval Systems As a Dueling Bandits Problem. In Proceedings of the 26th Annual International Conference on Machine Learning (ICML '09). 1201­1208. [38] Sicong Zhang, Jiyun Luo, and Hui Yang. 2014. A POMDP Model for Contentfree Document Re-ranking. In Proceedings of the 37th International ACM SIGIR Conference on Research &#38; Development in Information Retrieval (SIGIR '14). ACM, New York, NY, USA, 1139­1142. [39] Yadong Zhu, Yanyan Lan, Jiafeng Guo, Xueqi Cheng, and Shuzi Niu. 2014. Learning for Search Result Diversi cation. In Proceedings of the 37th International ACM SIGIR Conference on Research & Development in Information Retrieval (SIGIR '14). ACM, New York, NY, USA, 293­302.",1,ad,True
134,0,,False
,0,,False
Session 3D: Learning to Rank II,1,Session,True
"SIGIR'18, July 8-12, 2018, Ann Arbor, MI, USA",0,,False
Modeling Diverse Relevance Patterns in Ad-hoc Retrieval,1,hoc,True
"Yixing Fan,, Jiafeng Guo,, Yanyan Lan,, Jun Xu,, Chengxiang Zhai and Xueqi Cheng,",0,,False
"University of Chinese Academy of Sciences, Beijing, China CAS Key Lab of Network Data Science and Technology, Institute of Computing Technology,",1,ad,True
"Chinese Academy of Sciences, Beijing, China Department of Computer Science University of Illinois at Urbana-Champaign, IL, USA",1,ad,True
"fanyixing@software.ict.ac.cn,{guojiafeng,lanyanyan,junxu,cxq}@ict.ac.cn,czhai@illinois.edu",0,,False
ABSTRACT,0,,False
"Assessing relevance between a query and a document is challenging in ad-hoc retrieval due to its diverse patterns, i.e., a document could be relevant to a query as a whole or partially as long as it provides sufficient information for users' need. Such diverse relevance patterns require an ideal retrieval model to be able to assess relevance in the right granularity adaptively. Unfortunately, most existing retrieval models compute relevance at a single granularity, either document-wide or passage-level, or use fixed combination strategy, restricting their ability in capturing diverse relevance patterns. In this work, we propose a data-driven method to allow relevance signals at different granularities to compete with each other for final relevance assessment. Specifically, we propose a HIerarchical Neural maTching model (HiNT) which consists of two stacked components, namely local matching layer and global decision layer. The local matching layer focuses on producing a set of local relevance signals by modeling the semantic matching between a query and each passage of a document. The global decision layer accumulates local signals into different granularities and allows them to compete with each other to decide the final relevance score. Experimental results demonstrate that our HiNT model outperforms existing state-of-the-art retrieval models significantly on benchmark ad-hoc retrieval datasets.",1,ad-hoc,True
CCS CONCEPTS,0,,False
· Information systems  Learning to rank;,0,,False
KEYWORDS,0,,False
relevance patterns; ad-hoc retrieval; neural network,1,ad-hoc,True
"ACM Reference Format: Yixing Fan,, Jiafeng Guo,, Yanyan Lan,, Jun Xu,, Chengxiang Zhai and Xueqi Cheng,. 2018. Modeling Diverse Relevance Patterns in Adhoc Retrieval. In SIGIR '18: The 41st International ACM SIGIR Conference on Research & Development in Information Retrieval, July 8­12, 2018, Ann Arbor, MI, USA. ACM, New York, NY, USA, 10 pages. https://doi.org/10.1145/ 3209978.3209980",1,hoc,True
"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for profit or commercial advantage and that copies bear this notice and the full citation on the first page. Copyrights for components of this work owned by others than ACM must be honored. Abstracting with credit is permitted. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior specific permission and/or a fee. Request permissions from permissions@acm.org. SIGIR '18, July 8­12, 2018, Ann Arbor, MI, USA © 2018 Association for Computing Machinery. ACM ISBN 978-1-4503-5657-2/18/07. . . $15.00 https://doi.org/10.1145/3209978.3209980",1,ad,True
1 INTRODUCTION,1,DUC,True
"A central question in ad-hoc retrieval is how to learn a generalizable function that can well assess relevance between a query and a document. One of the major difficulties for relevance assessment lies in that there might be diverse relevance patterns between a query and a document. As revealed by the evaluation policy in TREC ad-hoc task [6, 32], ""a document is judged relevant if any piece of it is relevant (regardless of how small the piece is in relation to the rest of the document)1"". In other words, a document could be relevant to a query as a whole or partially as long as it provides sufficient information for users' needs. Such diverse relevance patterns might be highly related to the heterogeneity of long documents in ad-hoc retrieval. As discussed by Robertson and Walker [30], there are two underlying hypotheses concerning document structures in relevance judgement, i.e. verbosity hypothesis and scope hypothesis [30]. With the Verbosity Hypothesis a long document might be relevant to a query as a whole, while with the Scope Hypothesis the relevant parts could be in any position of a long document, and thus it could be partially relevant to a query.",1,ad-hoc,True
"The diverse relevance patterns call for a retrieval model to be able to assess relevance at the right granularity adaptively in ad-hoc retrieval. Unfortunately, most existing retrieval models operate at a single granularity, either document-wide or passage-level. Specifically, document-wide approaches compare a document as a whole to a query. For example, most probabilistic retrieval methods (e.g., BM25 or language models) and learning-to-rank models [8, 15] rely on document-wide feature statistics for relevance computation. Obviously, such document-wide approaches are difficult to model finer-granularity relevance signals, leading to potential biases on the competition between long and short documents [25]. On the other hand, Passage-level approaches segment a document into passages and aggregate passage-level signals for relevance computation [4, 20, 31]. However, the performance of existing passagebased approaches is mixed when applied to a variety of test beds [35] by only using simple manually designed operations over the passage-level signals. There have been a few efforts [2, 35] trying to combine both document-wide and passage-level methods. For example, Bendersky et al. [2] integrated the query-similarity on a document and its passages using document-homogeneity. Wang et al. [35] combined the document retrieval results with passage retrieval results using a heuristic function [19]. However, by using a fixed combination strategy, these models cannot fully capture the diverse relevance patterns for different query-document pairs.",1,ad,True
1 http://trec.nist.gov/data/reljudge_eng.html,1,trec,True
375,0,,False
Session 3D: Learning to Rank II,1,Session,True
"SIGIR'18, July 8-12, 2018, Ann Arbor, MI, USA",0,,False
"Recently, deep neural models have been applied to ad-hoc retrieval. These data-driven methods have shown their expressive power in end-to-end learning relevance matching patterns between queries and documents [10, 14, 23]. However, most existing neural matching models, either representation-focused [14] or interactionfocused [10], belong to the document-wide approaches. For example, the representation-focused models aim to learn a document representation to compare with the query representation, while the interaction-focused models learn from a matching matrix/histogram between a document and a query. To the best of our knowledge, so far there have been no neural matching model proposed to learn relevance signals from both document-wide and passage-level explicitly for modeling diverse relevance patterns in ad-hoc retrieval.",1,ad-hoc,True
"In this paper, we propose a data-driven method to automatically learn relevance signals at different granularities (i.e. passage-level and document-wide), and allow them to compete with each other for final relevance assessment. Specifically, we propose a HIerarchical Neural maTching model (HiNT) which consists of two stacked components, namely local matching layer and global decision layer. The local matching layer focuses on producing a set of local relevance signals between a query and each passage of a document. Many well-known information retrieval (IR) heuristics that characterize the relevance matching between a query and a passage can be encoded in this layer for high quality signal generation. Specifically, we employ a spatial GRU model [34] for the relevance matching between a query and a passage, which can well capture semantic relations, proximities, and term importance. The global decision layer aims to accumulate passage-level signals into different granularities and allow them to compete with each other to form the final relevance score. Flexible strategies are applied in this layer to model diverse relevance patterns. Specifically, we utilize a hybrid network architecture to accumulate local signals, and select signals from both passage-level and document-wide to generate the final relevance score.",0,,False
"We evaluate the effectiveness of the proposed model based on two representative ad-hoc retrieval benchmark datasets from the LETOR collection [28]. For comparison, we take into account several well-known traditional retrieval models, learning to rank models, and deep neural matching models. These models belong to document-wide, passage-level and hybrid approaches. The empirical results show that our model can outperform all the baselines in terms of all the evaluation metrics. We also provide detailed analysis on HiNT model, and conducte case studies to verify the diverse relevance patterns captured by our model over different query-document pairs.",1,ad-hoc,True
2 RELATED WORK,0,,False
"A large number of retrieval methods have been proposed in the past few decades [4, 23, 28, 30]. Without loss of generality, we divide existing methods into three folds, namely document-wide approaches, passage-level approaches and hybrid approaches, based on what kind of relevance signals they rely on for relevance assessment. We will briefly review these studies in the follows.",1,ad,True
2.1 Document-wide Approaches,0,,False
"Document-wide approaches, by its name, collect and make relevance assessment based on document-wide signals. There have been a large number of retrieval models under this branch. Firstly, traditional retrieval models [1, 30, 39], collect lexical matching signals (e.g., term frequency) from the whole document, and make relevance assessment under some probabilistic framework. For example, the well-known BM25 model [30] collects term frequencies and document length and employs a scoring function derived under the 2poisson model to compute relevance based on these document-wide signals. Secondly, most machine learning based retrieval methods, including learning to rank models and deep learning models, are also belong to this branch. For learning to rank methods [3, 15, 38], they typically involve two stages, a feature construction stage and a model learning stage. The feature construction stage could be viewed as to define (or collect) relevance signals for a document given a query. Typically, there are three type of features, including query dependent features, document independent features, and query-document dependent features. Most of these features are defined at document level, such as tf-idf scores, BM25 scores, and PageRank. Based on these features, linear [15] or non-linear [3, 38] models are learned to produce the relevance score by optimizing some ranking based loss functions. For deep learning methods [10, 14, 24, 26], they can be categorized into two types according to their architectures [10], namely representation-focused models and interaction-focused models. The representation-focused models, such as ARCI [13] and DSSM [14], aim to learn a low-dimensional abstractive representation for the whole document, and compare it with the query representation. The interaction-focused models, such as DRMM [10] and Duet [24], learn from a matching matrix/histogram between a document and a query to produce a set of document-wide matching signals for final relevance prediction. Although in interaction-focused models, document-wide signals are usually generated from local signals, there is no competition between document-wide signals and local signals for capturing diverse relevance patterns.",1,ad,True
"Since document-wide approaches take document as a whole, these methods are often difficult to model fine-granularity relevance signals. Meanwhile, by using document-wide statistics as relevance signals, it often leads to certain bias on the competition between long and short documents [25], since long documents are likely to contain stronger signals on average.",1,ad,True
2.2 Passage-level Approaches,0,,False
"As opposed to document-wide methods, passage-level methods collect signals from passages to make relevance assessment on the document. Note here we focus on document retrieval using passage-level signals, and will not include the work taking passages as retrieval units [16].",0,,False
"In passage-level methods, documents are usually pre-segmented into small passages. Callan [4] studied how passages can be defined, and how passage signals can be incorporated into document retrieval. In [20], Liu et al. computed a language model for each passage as relevance signals. The final assessment is made by choosing the highest score from all the passages. Their results showed passage-based retrieval can provide more reliable performance than",1,corpora,True
376,0,,False
Session 3D: Learning to Rank II,1,Session,True
"SIGIR'18, July 8-12, 2018, Ann Arbor, MI, USA",0,,False
Figure 1: The Architecture of the Hierarchical Neural Matching Model.,0,,False
"full document retrieval. In [21], Lv et al. proposed a positional language model in which the relevance score at each position can propagate to nearby positions within certain distance. In other words, each position can be viewed as a ""soft passage"" by aggregating language model scores within a context window. Based on the signals at each position, they proposed three strategies, namely best position strategy, multi-position strategy and multi- strategy, for final relevance assessment.",0,,False
"As we can see, passages are convenient text units for local signal collection to support flexible relevance assessment over documents. However, previous passage-level methods often employed simplified aggregation strategies, thus cannot well capture the diverse relevance patterns for different query-document pairs.",0,,False
2.3 Hybrid Approaches,0,,False
"There also have been a few efforts [2, 35, 37] trying to combine both document-wide and passage-based methods. For example, Callan [4] conducted experiments on four TREC 1 and 2 collections and concluded that it was always better to combine documentwide scores and passage-level scores. A later study by Xi et al. [37] re-examined fixed-size window passages on TREC 4 and 5. Contrary to Callan [4], they did not obtain an improvement by linearly combine passage-level score and document-level score. Wang et al. [35] proposed a discriminative probabilistic model in capturing passage-level signals, and combined the document-level scores and passage-level scores through a heuristic function (i.e., CombMNZ function [19]). However, by using a unified combination strategy, these models cannot fully capture the diverse relevance patterns in different query-document pairs, leading to the mixed performance on different datasets [35, 37].",1,TREC,True
3 HIERARCHICAL NEURAL MATCHING MODEL,0,,False
"In this work, we introduce a HIerarchical Neural maTching (HiNT) model for ad-hoc retrieval to explicitly model the diverse relevance patterns. In an abstract level, the model consists of two stacked components, namely local matching layer and global decision layer. The local matching layer employs deep matching networks to automatically learn the passage-level relevance signals ; The global decision",1,ad-hoc,True
layer accumulates passage-level signals into different granularities and allows them to compete with each other to generate the final relevance score. The architecture is illustrated in Figure 1. We will describe these components in detail in the follows.,0,,False
3.1 Local Matching Layer,0,,False
"The local matching layer focuses on producing a set of passage-level relevance signals by modeling the relevance matching between a query and each passage of a document. Formally, each document D is first represented as a set of passages D ,"" [P1, P2, ..., PK ], where K denotes the number of passages in a document. Then, a set of passage-level relevance signals E "","" [e1, e2, ..., eK ] are produced by applying some relevance matching model f over a query Q and each passage Pi .""",0,,False
"ei ,"" f (Pi , Q), i "","" 1, . . . , K .""",0,,False
"There are two major questions concerning this layer, i.e., how to define the passage Pi and how to define the relevance matching model f . For passages, there have been three types of definitions: discourse, semantic, and window [4]. Discourse passages are defined based upon textual discourse units (e.g., sentences, paragraphs, and sections). Semantic passages are based upon the subject or content of the text (e.g., TextTiling). Window passages are obtained based upon a number of words. Among these methods, window passage is the most widely adopted due to its simplicity but surprisingly effectiveness as demonstrated by many previous passage-level retrieval models [2, 4, 31, 35].",1,ad,True
"For the relevance matching model, in general, any model that can address the relevance matching between a query and a passage can be leveraged here. For example, one may employ statistical language model [39], or use manually defined features [28, 36], or even employ some deep models for text matching [14, 34]. However, the quality of the passage-level signals produced by the relevance matching model is a critical foundation for the final relevance assessment. Therefore, we argue that a relevance matching model should be able to encode many well-known IR heuristics to be qualified in this layer. According to previous studies, such heuristics at least include the modeling of exact matching and semantic matching [7, 10], proximity [33], term importance [10] and so on.",1,ad,True
377,0,,False
Session 3D: Learning to Rank II,1,Session,True
"SIGIR'18, July 8-12, 2018, Ann Arbor, MI, USA",0,,False
Figure 2: The Architecture of Relevance Matching Network.,0,,False
"Based on these above ideas, in this work, we propose to use fixed-size window to define the passage, and employ an existing spatial GRU model [34] for the relevance matching between a query and each passage. This spatial GRU model is good at modeling the matching between two pieces of texts based on primitive word features, and has shown better performances as compared with other deep matching models [34]. We now describe the specific implementation in the follows.",0,,False
"3.1.1 The Input Layer. Following the idea in [11], term vectors",0,,False
are employed as basic representations so that rich semantic relations,0,,False
"between query and document terms can be captured. Formally, both",0,,False
"query and document are represented as a sequence of term vectors denoted by Q ,"" [w(1Q), ..., w(MQ)] and D "","" [w(1D), ..., w(ND)], where wi(Q), i "","" 1, ..., M and w(jD), j "","" 1, ..., N denotes a query term vector and a document term vector, respectively. To obtain the passages,""",1,MQ,True
"we follow previous approaches [2, 4, 35] to use fixed-size sliding",0,,False
"window to segment the document into passages. In this way, the passage is defined as P ,"" [w(1P ), ..., w(LP )], where L denotes the window size.""",0,,False
3.1.2 Deep Relevance Matching Network. The architecture of the,0,,False
"relevance matching network is shown in Figure 2. Firstly, the term-",0,,False
level interaction matrix is constructed based on the term vectors,0,,False
"from the query-passage pair. Here we constructed two matching matrices, a semantic matching matrix Mcos and an exact matching matrix (i.e., xor-matrix) Mxor , defined as follows:",0,,False
Micjos,0,,False
",",0,,False
wi(Q )w(jP ) |wi(Q) | · |w(jP,0,,False
),0,,False
|,0,,False
",",0,,False
"Mixjor ,",0,,False
"1, 0,",0,,False
"i f wi(Q) , w(jP ) otherwise",0,,False
.,0,,False
"The key idea of two input matrices is to distinguish the exact matching signals from the semantic matching signals explicitly since the former provides critical information for ad-hoc retrieval as suggested by [7, 10]. Note that in Mcos exact matching and semantic matching signals are mixed together. To further incorporate term importance, we extend each element of Mij to a three-dimensional",1,ad-hoc,True
"vector Sij ,"" [xi , yj , Mij ] by concatenating two corresponding compressed term embeddings as in [27], where xi "", wQi  Ws and yj ,"" w(jP)  Ws , here, Ws is the transformation parameter to be learned.""",0,,False
"Based on these two query-passage interaction tensors, a spatial GRU (Gated Recurrent Units) is applied to generate the relevance matching evidences. The spatial GRU, also referred to as 2-dimensional Gated-RNN, is a special case of multidimensional RNN [9]. It is a recursive model which scans the input tensor from top left to bottom right:",0,,False
"-Hicjos ,"" (-Hic-os1, j ,-Hic,ojs-1,-Hic-os1, j-1, Sicjos), -Hixjor "","" (-Hix-or1, j ,-Hix,ojr-1,-Hix-or1, j-1, Sixjor ), where  denotes the spatial GRU unit as described in [34], -Hicjos and-Hixjor denotes the hidden state of the spatial GRU over Scos and Sxor , respectively. We can take the last hidden representation HM,L as the matching output. The local relevance evidence -e is then generated by concatenating the two matching outputs:""",0,,False
"-e ,"" [-HcMo,sL,-HxMo,rL].""",0,,False
"Furthermore, in order to enrich the relevance signals, we also applied the spatial GRU in the reverse direction, i.e., from bottom right to top left. The final passage-level signal is defined as the concatenation of the two-direction matching signals:",0,,False
"e ,"" [-e , e-].""",0,,False
3.2 Global Decision Layer,0,,False
"Based on passage-level signals generated in the previous step, the global decision layer attempts to accumulate these signals into different granularities and allow them to compete with each other for final relevance assessment. As we have discussed before, the relevance patterns of a query-document pair can be rather flexible and diverse, allowing a document to be relevant to a query partially or as a whole. Accordingly, the global decision layer is expected to be able to accommodate various decision strategies, rather than using some restrictive combination rules [2, 35] .",0,,False
"In this work, we propose to employ a hybrid neural network architecture which has sufficient expressive power to support flexible relevance patterns. Before we describe the hybrid model, we first introduce two basic models under some simplified relevance assumptions.",0,,False
"1. Independent Decision (ID) Model assumes the independence among passage-level signals, and selects top-k signals directly for final relevance assessment. This model is under the assumption that a document is relevant if any piece of it can provide sufficient relevance information. Specifically, as shown in Figure 3(a), a dimension-wise k-max pooling layer is first applied over the passage-level signals to select top-k signals, and the selected signals are then concatenated and projected into a multi-layer perceptron to get the final decision score. 2. Accumulative decision (AD) Model accumulates the passage-level signals in a sequential manner, and selects top-k accumulated signals for relevance assessment. Here,",0,,False
378,0,,False
Session 3D: Learning to Rank II,1,Session,True
"SIGIR'18, July 8-12, 2018, Ann Arbor, MI, USA",0,,False
Figure 3: Different decision models based on the collected passage signals.,0,,False
"we adopt long-short term memory network (LSTM) [12], a powerful model for variable-length sequential data, to accumulate the relevance signals from each passage. Specifically, as shown in Figure 3(b), we first feed the passage-level signals into LSTM sequentially to generate the accumulated relevance signals at different positions.Based on the accumulated relevance signals, we then apply a dimension-wise k-max pooling layer to select top-k signals, and feed the selected signals into a multi-layer perceptron for final relevance assessment. Here, we also applied the LSTM in the reverse direction to accumulate the relevance signals, as user's reading can be in any direction of the document[29]. Note here if we directly use the last/first hidden state in LSTM as signals for relevance assessment, it would reduce to a document-wide method. By using k-max pooling over all the positions, we actually assume the relevance could be based on a text span flexible in scale, ranging from multiple passages to the whole document.",1,ad,True
"Based on the two basic models, now we introduce the Hybrid Decision (HD) Model as a specific implementation of the global decision layer. The HD model is a mixture of the previous two models, and picks top-k signals from passage-level or accumulated signals for final relevance assessment. Obviously, this is the most flexible relevance model, which allows a document to be assessed as a whole or partially adaptively. Specifically, as depicted in figure 3(c), we allow the relevance signals from different passages to compete with accumulated signals. Note here in order to make a fair competition, for the passage-level signals, we conduct an additional non-linear transformation to ensure a similar scale to the accumulated relevance signals.",1,ad,True
"vt ,"" tanh(Wv et + bv ),""",0,,False
"where vt denotes the t-th transformed passage signals, Wv and bv are parameters to be learned. We then apply a dimension-wise k-max pooling layer to select top-k signals, and feed the selected signals into a multi-layer perceptron for final assessment.",0,,False
3.3 Model Training,0,,False
"Since the ad-hoc retrieval task is fundamentally a ranking problem, we utilize the pairwise ranking loss such as hinge loss to train our",1,ad-hoc,True
Table 1: Statistics of the datasets used in this study.,0,,False
#queries #docs #q_rel #rel_per_q,0,,False
"MQ2007 1692 65,323 1455",1,MQ,True
10.3,0,,False
"MQ2008 784 14,384 564",1,MQ,True
3.7,0,,False
"model. Specifically, given a triple (q, d+, d-), where d+ is ranked higher than d- with respect to a query q, the loss function is defined as:",0,,False
"L(q, d+, d-;  ) ,"" max(0, 1 - s(q, d+) + s(q, d-)),""",0,,False
"where s(q, d) denotes the relevance score for (q, d), and  includes the parameters in both local matching layer and global decision layer. The optimization is relatively straightforward with standard backpropagation. We apply stochastic gradient decent method Adam [17] with mini-batches(100 in size), which can be easily parallelized on a single machine with multi-cores.",1,ad,True
4 EXPERIMENT,0,,False
"In this section, we conduct experiments to demonstrate the effectiveness of our proposed model on benchmark collections.",0,,False
4.1 Experimental Settings,0,,False
"We first introduce our experimental settings, including datasets, baseline methods/implementations, and evaluation methodology.",0,,False
"4.1.1 Data Sets. To evaluate the performance of our model, we conducted experiments on two LETOR benchmark datasets [28]: Million Query Track 2007 (MQ2007) and Million Query Track 2008 (MQ2008). We choose these two datasets according to three criteria: 1) there is a large number of queries, 2) the original document content is available, and 3) the dataset is public. The first two criterias are important for learning deep neural models for ad-hoc retrieval, and the last one is critical for reproducibility. Both datasets use the GOV2 collection which includes 25 million documents in 426 gigabytes. The details of the two datasets are given in Table 1. As we can see, there are 1692 queries on MQ2007 and 784 queries on MQ2008. The number of queries with at least one relevant document is 1455 and 564, respectively. The average number of relevant document per query is about 10.3 and 3.7 on MQ2007 and MQ2008, respectively.",1,Query,True
379,0,,False
Session 3D: Learning to Rank II,1,Session,True
"SIGIR'18, July 8-12, 2018, Ann Arbor, MI, USA",0,,False
"For pre-processing, all the words in documents and queries are white-space tokenized, lower-cased, and stemmed using the Krovetz stemmer [18]. Stopword removal is performed on query and document words using the INQUERY stop list [5]. Words occurred less than 5 times in the collection are removed from all the document. We further segmented documents into passages for all the models using passage-level information. We utilized fixed-size sliding window without overlap to generate passages. We have also studied the performance of different window size in Section 4.5.",0,,False
"4.1.2 Baselines Methods. We adopt three types of baselines for comparison, including traditional retrieve models, learning to rank models and deep matching models.",1,ad,True
"For traditional retrieval models, we consider both documentwide methods, passage-level methods, and hybrid methods:",1,ad,True
"BM25: The BM25 model [30] is a classical and highly effective document-wide retrieval model. MSP: The Max-Scoring Passage model [20] utilizes language model for each passage and rank the document according to the score of their best passage. PLM: The passage language model [2] integrates passagelevel and document-wide language model scores according to the document homogeneity for ad-hoc retrieval. PPM: The probabilistic passage model [35] is a discriminative probabilistic model in capturing passage-level signals, and combines document retrieval scores with passage retrieval scores through a linear interpolate function.",1,LM,True
Learning to rank models include,0,,False
AdaRank: AdaRank [38] is a representative pairwise model which aims to directly optimize the performance measure based on boosting approach. Here we utilize NDCG as the performance measure function. LambdaMart: LambdaMart [3] is a representative listwise model that uses gradient boosting to produce an ensemble of retrieval models. It is the state-of-the-art learning to rank algorithm.,1,ad,True
"Here, AdaRank and LambdaMart were implemented using RankLib2, which is a widely adopted learning to rank tool. All the learning to rank models leveraged the 46 human designed features from LETOR. Furthermore, since our model utilized passage-level information, we introduced 9 passage-based features for fair comparison. Specifically, we calculated tf-idf, BM25 and language model scores for each query-passage pair, and picked the maximum, minimum and average scores across passages as the new features for a document. We applied the full set of features (original+passage features) on both two learning to rank models for additional comparison, denoted by AdaRank(+P) and LambdaMart(+P), respectively.",1,ad,True
Deep matching models include,0,,False
"DSSM: DSSM [14] is a neural matching model proposed for Web search. It consists of a word hashing layer, two nonlinear hidden layers, and an output layer. DRMM: DRMM [10] is a neural relevance model designed for ad-hoc retrieval. It consists of a matching histogram mapping, a feed forward matching network and a term gating network.",1,ad-hoc,True
2 https://sourceforge.net/p/lemur/wiki/RankLib/,1,wiki,True
Duet: Duet [24] is a joint model which learns local lexical matching and global semantic matching together. DeepRank: DeepRank [27] is a state-of-the-art deep matching model which models relevance by simulating the human judgement process.,0,,False
"Here, for DSSM, we directly utilize the trained model3 released by their authors since training these complex models on small benchmark datasets could lead to severe over-fitting problem. For DeepRank4, we use the code released by their authors. For Duet model, we train it by ourselves since there is no trained model released. To avoid overfitting, we reduce the parameters of the convolutional network and fully-connected network to adapt the model to the limited size of LETOR datasets. Specifically, we set the filter size as 10 in both local model and global model, and the hidden size as 20 in the fully-connected layer. Other parameters are the same as the original paper.",1,ad,True
"We refer to our proposed model as HiNT5. For network configurations (e.g., numbers of layers and hidden nodes), we tuned the hyper-parameters via the validation set. Specifically, in the local matching layer, the dimension of the spatial GRU is set to 2 which is tuned in [1, 2, 3, 4]. In the global decision layer, the dimension of LSTM is set to 6 which is tuned in [4, 5, 6, 7, 8, 9, 10], the k-max pooling size is set to 10 which is tuned in [1, 5, 10, 15, 20], and the multi-layer perceptron is a 2-layers feed forward network without hidden layers. All the trainable parameters are initialized randomly by uniform distribution within [-0.1, 0.1]. Overall, the number of trainable parameters is about 930 in our HiNG model. Note that the MQ2008 dataset has much smaller query and document size, we find it is not sufficient to train deep models purely based on this dataset. Therefore, for all the deep models, we chose to use the trained model on MQ2007 as the initialization and fine tuned the model on MQ2008.",1,MQ,True
