sentence,label,data,regex
"5.2.1 Supporting Exploratory Search Tasks. As noted in our study design, we incorporate two exploratory information seeking tasks with di erent levels of complexity. In post-experiment interviews the participants were able to compare how di erent task complexities are supported by the assigned interface.",1,corpora,True
"e hierarchical graph representation was found to provide more support for the Complex Task (i.e., more open ended and exploratory tasks such as essay writing or learning) versus Simple tasks (such as question answering and speci c knowledge nding).",0,,False
is observation seems to be true for any multi-level structure which provides an overview and allows a gradual immersion into details: Finding a speci c piece of information to satisfy a simple query is best done using a traditional search engine.,1,ad,True
"Looking speci cally at HKGs and complex tasks, the overview allowed participants to identify the central concepts of a domain at a glance and the size of the circles indicates their prominence in the corresponding article. As many participants noted, `relevance' or `prominence' of a concept with respect to the main topic or the domain they are exploring is an important asset in Complex Search tasks. is qualitative observation may explain the more equitable use of the MiniMap representation for complex search tasks noted in our quantitative analysis. Complex tasks required synthesizing, rationalizing, and comparing, which seem to require more awareness of the entire data set.",0,,False
"is identi cation of central concepts was also linked to a perception of value of the MiniMap as a starting or entry point into the topic of the document being examined. Several participants articulated a belief that the overview provided by Central Concepts helped with ""going from knowing nothing to having a plan"", ""learning terminology"", ""relevance, importance, or prominence"", and ""objectively learning about a domain"". In particular, the objective nature of central concepts was cited by many participants as key to their utility.",0,,False
"As White and Roth [43] point out, exploratory search is motivated by complex information problems, poor understanding of terminology and information space structure, and o en a `desire to learn'. Vakkari [40] also argues ""more support is needed in the initial stages of a task"", when users have an unstructured mental model. Inspired by Kim [21], Sarrafzadeh et al. [39] found that hierarchical trees provide this bene t in unfamiliar domains. A strength of our design of hierarchical knowledge graphs is that it",1,ad,True
152,0,,False
Session 2A: Search Interaction 1,1,Session,True
"SIGIR'17, August 7-11, 2017, Shinjuku, Tokyo, Japan",0,,False
enables the user to engage in two alternative navigation paradigms. Users can exploit overview layers to explore the collection at a higher level followed by targeted immersion in the detailed view.,1,ad,True
"5.2.2 Imposing a Structure versus Open Exploration. While most participants were unanimous that the hierarchical representation imposes a [subjective] [rigid] structure onto the information space, their a itude towards this phenomenon varied. e level of domain knowledge and the complexity of the search tasks were found to be the major factors a ecting their a itude.",0,,False
"When the searcher is dealing with a domain where he has limited knowledge, he is more open to accepting the structure that the representation imposes. Both hierarchical trees and hierarchical knowledge graphs incorporate imposed structures. Participants articulated a variety of advantages to structures: it was ""easier to follow"", ""contained important aspects"" that ""simpli ed focus"", and guided participants in ""where to go"" or ""what steps to follow"". With respect to hierarchical trees, some participants simply ""trusted"" the designer of the hierarchy (e.g. the author of an article) to be ""logical"" or ""rational"" in the way he broke down things. is was particularly true for participants with limited knowledge of a topic domain and replicates ndings by Sarrafzadeh et al. [39] and Amadieu et al. [1] that low knowledge learners bene ted from hierarchical structures in free recall performance and exhibited reduced disorientation.",1,corpora,True
"In the case of higher domain knowledge, our participants were split in their preferences and a itudes. Some still trusted the logic behind the layout of a hierarchical trees and the fact that their knowledge of the domain can guide them to nd what they want using this hierarchy. ey trusted the designer to place items in close proximity to where the item should be. Other participants strongly opposed the rigid structure of a hierarchy, feeling it was ""not the way I think"", ""based on the mindset of the author"", or ""did not match the domain structure"".",0,,False
One interesting perspective of the multi-layer graph representation which presents central concepts of a domain as an overview for each document is that it re ects the knowledge graph concepts.,0,,False
"is re ection made it, for many participants, more exible and exploratory, a window into the knowledge graph. Many participants commented on this phenomenon, noting it was ""guiding but not imposting"", ""more open"", ""sparked interest"" in the lower level structure, or was ""visually appealing"" and ""fun"".",1,ad,True
5.2.3 Self-Orienting or Relative Positioning. One main advantage of a the Hierarchical Tree visualization in Sarrafzadeh et al. [39] was the explicit connections between nodes (categories or headings) in the representation. ese edges help in two ways:,1,ad,True
"(1) At a glance, you can tell why a concept appeared in this overview, or in this domain. To whit, the hierarchical structure exists the way it does because of a human author's decision.",0,,False
(2) e Path from the root to each of these nodes in the Tree Layout can provide useful information on where a concept is positioned relative to the topic.,0,,False
"Sarrafzadeh et al. [39] note that participants may perceive a domain to have a derivative/hierarchical structure or a multi-faceted structure. If salient relationships are viewed as derivative or hierarchical (e.g. `is-a' relationships), then a tree can best capture this",1,ad,True
"view of data, whereas if salient relationships are more heterogeneous and resist structure as a hierarchy, that disadvantages the hierarchies.",1,ad,True
"is is not the case in our MiniMap, where the connection between each of these main concepts and the main topic is unknown at rst glance. Central concepts are simply extracted based on their high connectivity with other concepts within a speci c document within a corpus. However, it is also true that it would be quite surprising if highly linked concepts were not, somehow, important components of any individual document. e more pervasively they link, the more they interconnect with other concepts, the more important it is to understand them and their relationship. In this way, HKGs become self-orienting for out participants.",0,,False
6 LIMITATIONS,0,,False
"Any study has limitations. Because we leverage the research methodology and data sets of Sarrafzadeh et al. [39], we inherit the limitations of that study, including topic and implementation issues which may bias the study. Despite this, there is also a strength in replication: if interfaces are redesigned, data sets di er, and tasks are unique it becomes di cult to ensure a lack of confound in experimental design. We address this by preserving, to the limit possible, all aspects of a similar study within this space contrasting data structures.",1,ad,True
"Our mixed design of within and between subject factors is a particular strength to our study design. Because topic (history/politics) and task complexity are within-subject factors, they are controlled across participants. Because we are most interested in interface and it is a between subject factor, to observe statistical signi cance we need good separation of dependent variables between the two data sets, reducing the likelihood of a type-one error in our analysis.",0,,False
7 CONCLUSION,0,,False
e primary goal of our research was to explore whether we could combine bene ts from both knowledge graphs and hierarchies into one data structure for visualizing search results. We note that our hierarchical graphs signi cantly reduce documents read and reading time as compared to hierarchical trees and perform on par with knowledge graphs. We also provide evidence that the hierarchy is used by participants via analysis of interaction logs.,1,ad,True
"alitative data from our participants does indicate that hierarchies grounded in tables-of-contents are more familiar, easier to follow, and more focused. is in turn helps users orient themselves in the data. e ve ed nature of hierarchical tables-of-contents was also perceived to be an asset absent from our hierarchical knowledge graphs. e hierarchies in our knowledge graph were viewed slightly di erently, as noted above, with a more quantitative perspective giving them a certain cachet with respect to the unbiased nature of topic selection.",0,,False
"A nal issue to consider is whether any hierarchy might provide bene ts. While it may, one advantage of the hierarchy in our HKGs is its tight connection to the entities contained in a knowledge graph and the ease of automatically extracting the hierarchy through thresholding. Another advantage is exibility: while we currently leverage only three levels ­ corpus, central concept, and knowledge graph ­ it is easy to generalize the hierarchy to an arbitrary number",1,ad,True
153,0,,False
Session 2A: Search Interaction 1,1,Session,True
"SIGIR'17, August 7-11, 2017, Shinjuku, Tokyo, Japan",0,,False
of thresholds depending on the complexity of the domain. We,0,,False
"do not generalize the hierarchy in this paper because, for a rst",0,,False
"experimental validation, there are a limited number of factors that",0,,False
"can be assessed. However, future work can address more detailed",1,ad,True
"inquiries into scalability to larger corpora, scalability to multi-level",1,corpora,True
"hierarchies, and contrasts with other hierarchies such as automatic",0,,False
clusters or user-speci ed facets.,0,,False
"In summary, we nd that our hierarchical knowledge graphs",0,,False
preserve many of the previously observed advantages of traditional,1,ad,True
"knowledge graphs, i.e. fewer document views and reduced reading",1,ad,True
"time. Alongside this, hierarchical knowledge graphs introduce an",0,,False
e ective hierarchical representation into knowledge graphs.,0,,False
ACKNOWLEDGEMENTS,0,,False
Funding for this research was provided by the Natural Science,0,,False
and Engineering Research Council of Canada (NSERC). Authors,1,ad,True
also thank Saeed Nejati for his contributions in implementing the,0,,False
interface.,0,,False
REFERENCES,0,,False
"[1] Franck Amadieu, Andre´ Tricot, and Claude e Marine´. 2010. Interaction between prior knowledge and concept-map structure on hypertext comprehension, coherence of reading orders and disorientation. Interacting with computers 22, 2 (2010), 88­97.",1,ad,True
"[2] Anne Aula and Daniel M Russell. 2008. Complex and exploratory web search. In Information Seeking Support Systems Workshop (ISSS 2008), Chapel Hill, NC, USA.",0,,False
"[3] David Paul Ausubel, Joseph Donald Novak, Helen Hanesian, and others. 1968. Educational psychology: A cognitive view. (1968).",0,,False
"[4] Steven M Beitzel, Eric C Jensen, Abdur Chowdhury, David Grossman, and Ophir Frieder. 2004. Hourly analysis of a very large topically categorized web query log. In Proceedings of the 27th annual international ACM SIGIR conference on Research and development in information retrieval. ACM, 321­328.",0,,False
"[5] Nicholas J Belkin. 1980. Anomalous states of knowledge as a basis for informationretrieval. Canadian Journal of Information Science-Revue Canadienne Des Sciences De L Information 5, MAY (1980), 133­143.",1,ad,True
"[6] Andrei Broder. 2002. A taxonomy of web search. In ACM Sigir forum, Vol. 36. ACM, 3­10.",0,,False
"[7] Katriina Bystr``Om. 2002. Information and information sources in tasks of varying complexity. Journal of the American Society for information Science and Technology 53, 7 (2002), 581­591.",0,,False
"[8] Donald J Campbell. 1988. Task complexity: A review and analysis. Academy of management review 13, 1 (1988), 40­52.",1,ad,True
"[9] Robert Capra, Gary Marchionini, Jung Sun Oh, Fred Stutzman, and Yan Zhang. 2007. E ects of structure and interaction style on distinct search tasks. In Proceedings of the 7th ACM/IEEE-CS joint conference on Digital libraries. ACM, 442­451.",0,,False
"[10] Mary Carnot, Paul Feltovich, Robert Ho man, Joan Feltovich, and Joseph Novak. 2003. A summary of literature pertaining to the use of concept mapping techniques and technologies for education and performance support. (2003).",0,,False
"[11] Hsinchun Chen, Andrea L Houston, Robin R Sewell, and Bruce R Schatz. 1998. Internet browsing and searching: User evaluation of category map and concept space techniques. Journal of the American Society for Information Science, Special Issue on AI Techniques for Emerging Information Systems Applications (1998).",0,,False
"[12] Andy Cockburn and Steve Jones. 1996. Which way now? Analysing and easing inadequacies in WWW navigation. International Journal of Human-Computer Studies 45, 1 (1996), 105­129.",1,ad,True
"[13] John W Creswell. 2013. Research design: alitative, quantitative, and mixed methods approaches. Sage publications.",0,,False
"[14] Brenda Dervin. 1998. Sense-making theory and practice: an overview of user interests in knowledge seeking and use. Journal of knowledge management 2, 2 (1998), 36­46.",0,,False
[15] Marti Hearst. 2009. Search user interfaces. Cambridge University Press. [16] Marti A Hearst. 1999. e use of categories and clusters for organizing retrieval,0,,False
"results. In Natural language information retrieval. Springer, 333­374. [17] Marti A Hearst. 2006. Clustering versus faceted categories for information",0,,False
"exploration. CACM 49, 4 (2006), 59­61. [18] P James. 1991. Knowledge graphs. Order 501 (1991), 6439. [19] Bernard J Jansen and Amanda Spink. 2003. An Analysis of Web Documents Re-",0,,False
"trieved and Viewed.. In International Conference on Internet Computing. Citeseer, 65­69.",0,,False
"[20] Sussane Jul and George W Furnas. 1997. Navigation in electronic worlds: a CHI 97 workshop. SIGCHI bulletin 29 (1997), 44­49.",0,,False
"[21] Kyung-Sun Kim. 1999. Searching the Web: E ects of Problem Solving Style on Information-Seeking Behavior. In World Conference on Educational Multimedia, Hypermedia and Telecommunications, Vol. 1999. 1541­1542.",0,,False
"[22] Anita Komlodi, Gary Marchionini, and Dagobert Soergel. 2007. Search history",0,,False
"support for nding and using information: User interface design recommendations from a user study. Information processing & management 43, 1 (2007), 10­29.",0,,False
"[23] Bill Kules and Robert Capra. 2008. Creating exploratory tasks for a faceted search interface. Proc. of HCIR 2008 (2008), 18­21.",0,,False
"[24] Gary Marchionini. 2006. Exploratory search: from nding to understanding. CACM 49, 4 (2006), 41­46.",0,,False
"[25] Gary Marchionini and Ben Shneiderman. 1988. Finding facts vs. browsing knowledge in hypertext systems. Computer 21, 1 (1988), 70­80.",0,,False
"[26] Gary Marchionini and Ben Shneiderman. 1993. 3.1 Finding facts vs. browsing knowledge in hypertext systems. Sparks of innovation in human-computer interaction (1993), 103.",0,,False
"[27] Kent L Norman and John P Chin. 1988. e e ect of tree structure on search in a hierarchical menu selection system. Behaviour & Information Technology 7, 1 (1988), 51­65.",0,,False
"[28] Joseph D Novak. 1990. Concept mapping: A useful tool for science education. Journal of research in science teaching 27, 10 (1990), 937­949.",0,,False
[29] Joseph D Novak and Alberto J Can~ as. 2008. e theory underlying concept maps and how to construct and use them. FIHM Fl 284 (2008).,0,,False
"[30] Laura R Novick and Sean M Hurley. 2001. To matrix, network, or hierarchy: at is the question. Cognitive Psychology 42, 2 (2001), 158­216.",0,,False
"[31] Christopher Olston and Ed H Chi. 2003. ScentTrails: Integrating browsing and searching on the Web. ACM Transactions on Computer-Human Interaction (TOCHI) 10, 3 (2003), 177­197.",0,,False
"[32] Peter Pirolli, Stuart K Card, and Mija M Van Der Wege. 2000. e e ect of infor-",0,,False
"mation scent on searching information: visualizations of large tree structures. In Proceedings of the working conference on Advanced visual interfaces. ACM, 161­172.",0,,False
"[33] Wanda Pra , Marti A Hearst, and Lawrence M Fagan. 1999. A Knowledge-Based Approach to Organizing Retrieved Documents.. In AAAI/IAAI. 80­85.",0,,False
"[34] Kerry Rodden, Wojciech Basalaj, David Sinclair, and Kenneth Wood. 2001. Does organisation by similarity assist image browsing?. In Proceedings of the SIGCHI conference on Human factors in computing systems. ACM, 190­197.",0,,False
"[35] Daniel E Rose and Danny Levinson. 2004. Understanding user goals in web search. In Proceedings of the 13th international conference on World Wide Web. ACM, 13­19.",0,,False
"[36] Daniel Russell, Mark Ste k, Peter Pirolli, and Stuart Card. 1993. e cost structure of sensemaking. In Proc. of INTERACT'93 and CHI'93. ACM, 269­276.",1,TERA,True
"[37] Bahareh Sarrafzadeh, Rakesh Gu ikonda, Kaheer Suleman, Jack omas, and Olga Vechtomova. March 2013. Automatic discovery of related concepts. Technical Report.",1,ad,True
"[38] Bahareh Sarrafzadeh, Olga Vechtomova, and Vlado Jokic. 2014. Exploring knowledge graphs for exploratory search. In Proc. of IIiX. ACM, 135­144.",1,ad,True
"[39] Bahareh Sarrafzadeh, Alexandra Vtyurina, Edward Lank, and Olga Vechtomova.",1,ad,True
"2016. Knowledge Graphs versus Hierarchies: An Analysis of User Behaviours and Perspectives in Information Seeking. In Proc. of the 2016 ACM on Conference on Human Information Interaction and Retrieval. ACM, 91­100. [40] Per i Vakkari. 2000. Relevance and contributing information types of searched documents in task performance. In Proc. of SIGIR. ACM, 2­9. [41] Frank Van Ham and Adam Perer. 2009. ""Search, Show Context, Expand on Demand"": Supporting Large Graph Exploration with Degree-of-Interest. Visualization and Computer Graphics, IEEE Transactions on 15, 6 (2009), 953­960. [42] Charles K West, James A Farmer, and Phillip M Wol . 1991. Instructional design: Implications from cognitive science. Prentice Hall Englewood Cli s, NJ. [43] Ryen W White and Resa A Roth. 2009. Exploratory search: Beyond the queryresponse paradigm. Synthesis Lectures on Information Concepts, Retrieval, and Services 1, 1 (2009), 1­98. [44] Barbara M Wildemuth and Luanne Freund. 2012. Assigning search tasks designed to elicit exploratory search behaviors. In Proc. of HCIR 2012. ACM, 4. [45] Max L Wilson and others. 2009. e importance of conveying inter-facet rela-",1,ad,True
tionships for making sense of unfamiliar domains. (2009).,0,,False
"[46] Max L Wilson, Bill Kules, Ben Shneiderman, and others. 2010. From keyword search to exploration: Designing future search interfaces for the web. Foundations and Trends in Web Science 2, 1 (2010), 1­97.",0,,False
"[47] Yi-fang Brook Wu, Latha Shankar, and Xin Chen. 2003. Finding more useful information faster from web search results. In Proceedings of the twel h international conference on Information and knowledge management. ACM, 568­571.",0,,False
"[48] Ka-Ping Yee, Kirsten Swearingen, Kevin Li, and Marti Hearst. 2003. Faceted metadata for image search and browsing. In Proc. of CHI. ACM, 401­408.",1,ad,True
154,0,,False
,0,,False
Session 2A: Search Interaction 1,1,Session,True
"SIGIR'17, August 7-11, 2017, Shinjuku, Tokyo, Japan",0,,False
Searching on the Go: The E ects of Fragmented A ention on Mobile Web Search Tasks,0,,False
Morgan Harvey,0,,False
"CIS Department, Northumbria University Newcastle upon Tyne, United Kingdom",0,,False
morgan.harvey@northumbria.ac.uk,0,,False
Ma hew Pointon,0,,False
"CIS Department, Northumbria University Newcastle upon Tyne, United Kingdom",0,,False
m.pointon@northumbria.ac.uk,0,,False
ABSTRACT,0,,False
"Smart phones and tablets are rapidly becoming our main method of accessing information and are frequently used to perform on-thego search tasks. Mobile devices are commonly used in situations where a ention must be divided, such as when walking down a street. Research suggests that this increases cognitive load and, therefore, may have an impact on performance. In this work we conducted a laboratory experiment with both device types in which we simulated everyday, common mobile situations that may cause fragmented a ention, impact search performance and a ect user perception.",1,ad,True
"Our results showed that the fragmented a ention induced by the simulated conditions signi cantly a ected both participants' objective and perceived search performance, as well as how hurried they felt and how engaged they were in the tasks. Furthermore, the type of device used also impacted how users felt about the search tasks, how well they performed and the amount of time they spent engaged in the tasks. ese novel insights provide useful information to inform the design of future interfaces for mobile search and give us a greater understanding of how context and device size a ect search behaviour and user experience.",0,,False
CCS CONCEPTS,0,,False
·Information systems Information retrieval; Users and interactive retrieval; ·Human-centered computing Empirical studies in ubiquitous and mobile computing; User studies;,0,,False
KEYWORDS,0,,False
mobile search; fragmented a ention; search experience; cognition; user study; experimentation,0,,False
1 INTRODUCTION,1,DUC,True
"Recent years have seen rapid growth in the sale and use of various mobile computing devices, giving people the ability to access the Internet away from the con nes of a desk, and in many di erent environmental contexts. Over two-thirds of Americans own a smart phone and almost half own a, somewhat larger, tablet device. At the same time, the sales of desktop and laptop computers have begun",0,,False
"Permission to make digital or hard copies of all or part of this work for personal or classroom use is granted without fee provided that copies are not made or distributed for pro t or commercial advantage and that copies bear this notice and the full citation on the rst page. Copyrights for components of this work owned by others than the author(s) must be honored. Abstracting with credit is permi ed. To copy otherwise, or republish, to post on servers or to redistribute to lists, requires prior speci c permission and/or a fee. Request permissions from permissions@acm.org. SIGIR'17, August 7­11, 2017, Shinjuku, Tokyo, Japan © 2017 Copyright held by the owner/author(s). Publication rights licensed to ACM. 978-1-4503-5022-8/17/08. . . $15.00 DOI: h p://dx.doi.org/10.1145/3077136.3080770",1,ad,True
"to stagnate and even to fall [1]. Almost all smart phone owners (97%) use their devices to access the Internet, many of whom search for information, and to complete fairly complex retrieval tasks: 62% have used them to look up information about a health condition; 57% to do a search for real estate and 40% to look up government services [35].",0,,False
"People use mobile devices to search the web in a variety of di erent contexts - on public transport, while walking from place to place [17, 23, 33] or in social contexts, where the presence of others can cause distraction [8]. Interaction with such devices is achieved via touch screens upon which small ""so bu ons"" are drawn for users to select items and input text. Although these bu ons may be easy to accurately press in an ideal environment, e.g. when seated, such small and non-tactile targets can be signi cantly more di cult to interact with in other situations [4]. While the ability to perform such tasks ""on the go"" can be of real bene t, hazards and other changes in the surroundings do necessitate the user's brain switching a ention between the ambient environment and the device [11].",0,,False
"ese distractions can preoccupy users [30], reducing their effectiveness in interacting with the UI [4, 23] and may even a ect user perceptions of the environment and tasks [9]. e result is a larger number of misspelled queries and an a empt by users to shorten queries when searching [32, 33]. In fact, concentration on a mobile task while walking even has an e ect on how we walk; to compensate the brain subtly (and subconsciously) alters stance and gait [34]. As such, using a mobile device whilst walking requires both cognitive and motor abilities and so users must divide their a ention between the two tasks [21], meaning either an increase in cognitive load, a decrease in pace, a decrease in task performance or a combination of these [22]. e level of di culty experienced may additionally be in uenced by the device size and type and the amount of encumbrance it itself causes [5, 12].",1,ad,True
"Despite the popularity of mobile devices, their ubiquity in everyday life and the ability they give us to engage in complex search tasks, li le is known about how using them on the go impacts upon search behaviour and search performance and whether or not device type and size is an important factor. With this in mind, we investigate whether the small behaviour changes identi ed in the literature for simple tasks (such as tapping on a highlighted bu on) result in signi cant behavioural changes, di erent perceptions of the task, and di erent task performance for relatively complex web search problems on both smart phone and tablet devices. Does the change in context impact on user behaviour, is this something that users themselves are aware of and does the type of device used ma er? To ensure repeatability, we conducted our study in a lab",0,,False
155,0,,False
Session 2A: Search Interaction 1,1,Session,True
"SIGIR'17, August 7-11, 2017, Shinjuku, Tokyo, Japan",0,,False
"using simulated contexts - walking on a treadmill, navigating an obstacle course and si ing still at a desk.",1,ad,True
"Our main research questions, therefore, are:",0,,False
· Do common mobile situations that cause fragmented attention have an impact on: ­ RQ1 Users' perceptions of the task and their own performance? ­ RQ2 Objective measures of users' task performance and behaviour?,0,,False
· RQ3 What impact does the device type have on user performance and perception thereof?,0,,False
"e remainder of the paper is structured as follows: In section 2 we consider related work on the topics of mobile device use, fragmented a ention and user distraction; section 3 describes the user studies we performed to investigate searching on the go; sections 4,5 and 6 describe the results of the user studies in detail; section 7 discusses how the results relate to the existing literature and suggests reasons and intuition behind them; and section 8 concludes the paper with suggestions for potential future work.",0,,False
2 RELATED WORK,0,,False
"Improvements in mobile technologies in recent years have led to a dramatic change in how and when people access and use information, and has ""a profound impact on how users address their daily information needs"" [7]. Research shows that as the power of these devices - as well as the amount of screen space they afford - increases, the complexity of tasks people use them for also increases, with mobile search sessions becoming longer and less homogeneous [19]. Many people now use their smart devices in di erent contexts to nd information, keep up to date with news or to alleviate boredom [35] and frequently use them whilst walking or on public transport. is relatively novel situation of interacting with a computing device when non-stationary can be distracting as a ention must be shared (or ""fragmented"") between operating the device and maintaining motility, typically necessitating a change in posture, stance and gait [34].",1,ad,True
"A large body of work has investigated user contexts and how fragmented a ention a ects user input on mobile devices. Early work designed and evaluated forms of human computer interaction in xed, non-fragmented contexts of use, in a single domain such as a lab [16]. As mobile research evolved, studies began to investigate situations in which a ention is diverted from the interface. Oulasvirta et al. found that when following a pre-de ned, but otherwise uncontrolled, route through a city users experienced signi cant impairment when compared with a ""non-social laboratory condition"" [30]. In a more controlled set of experiments, Lin et al. [23] demonstrated that error rates of stylus input significantly increased as the amount of distraction, and thus degree of a ention fragmentation, increased. Similar e ects were later demonstrated for touch-based input, with error rates increasing in line with walking speed [28].",0,,False
"Early investigations of reading comprehension and word search when walking [3] showed that contextual variations can have large e ects on user behaviour, impairs performance and increases task workload. Mizobuchi et al. looked into mobile text entry and found additional workload e ects when walking and identi ed walking",1,ad,True
"speed as a secondary measure of mental workload [24]. ey concluded that texting whilst walking results in either a reduction in input speed (but not accuracy) or a reduction in walking pace. Large-scale analysis of mobile search logs [18] has shown that the increase in time required for mobile searches deters some types of search behaviour, such as exploratory search, and causes search sessions to be considerably shorter than in desktop search. ese lines of investigation concluded that times increased signi cantly when walking compared to a si ing condition, search behaviour altered whilst mobile and walking speed when texting reduces by a xed amount independent of the level of input di culty, which varied between participants. ese types of investigative conditions create situational impairments which fragment a users' a ention, exerting a range of e ects on performance and creating compelling opportunities for research [20].",1,ad,True
"Interaction with such devices is commonly achieved via touch screens upon which relatively small ""so bu ons"" are drawn for users to select items and input text. e examination of so bu ons, hardware bu ons, and surface gestures under conditions of medium and high distraction found that marking menus (i.e. directional gestures) activated along a smartphone's bevel provided the fastest response time [4, 26]. While these bu ons may be easy to accurately press in an ideal environment, such as when seated, such small and non-tactile targets may be much more di cult to interact with in other distracting situations [4]. Other investigations assessed the e ects of walking on performance with so bu ons, a empting to quantify the negative e ects on use due to walking and exploring design changes that may improve a user's experience with a mobile device [20].",0,,False
"Screen real-estate on a mobile device also creates interaction di culties as a user moves, combined with increasing complexity of mobile task, resulting in considerable obstacles [5, 6, 13]. e limited input modalities a orded by mobile devices have a negative e ect on usability [13], a problem compounded by screen size and the device's reduced ability to present information and navigational cues [5, 6]. Small screens can easily become clu ered with information and widgets (bu ons, menus, windows, etc.) and this presents a di cult challenge for interface designers [5]. Use of larger devices, such as tablets, which have correspondingly larger screens, may mitigate some of these issues and result in notably di erent modalities of use [25].",0,,False
"Research shows that smart phones and tablets are o en used for di erent tasks [25, 31] and an analysis of query logs [36] suggests that querying behaviour di ers between tablet and smart phone users. Furthermore, there may be a negative correlation between screen size and perceived task di culty and experienced workload [12], although it has not been investigated when comparing smart phones and tablets and it is unknown what e ect situational context has, if any. In general, li le is known about the impact di erences between the devices has on user behaviour, perceptions and performance on retrieval tasks and under varying mobile conditions.",1,ad,True
"Delays and time pressures, which may be induced by increased levels of distraction and input error rate, also have a signi cant impact on search behaviour and objective performance. A study by Crescenzi et al. [10] compared two groups of users on a number of",0,,False
156,0,,False
Session 2A: Search Interaction 1,1,Session,True
"SIGIR'17, August 7-11, 2017, Shinjuku, Tokyo, Japan",0,,False
"search tasks: one group was given a per­task time limit of 5 minutes, while the other was given no limit. e results showed that users faced with time pressures experience increased (perceived) task di culty and less satisfaction with their performance and felt an increased need to work fast and engage in more metacognitive monitoring. Earlier work [9] by the same authors showed that time pressure leads to more queries being issued, fewer documents being viewed and less focus on examination of documents and SERPs. Recent work [15] has demonstrated that users perceive a similar increase in search task di culty and reduction in satisfaction of their own performance when put under more distracting experimental conditions. ese e ects are likely as a result of the increased cost of complex cognitive tasks under such conditions, leading to a modi cation in behaviour as explained by the search models and studies of Azzopardi et al. [2].",1,ad,True
"Indeed, distractions during walking, driving, and other realworld interactions can preoccupy users [30], reducing their e ectiveness in interacting with the UI [4, 23] and resulting in a larger number of misspelled queries and an a empt by users to shorten queries [32, 33]. Walking whilst using a mobile device requires both cognitive and motor abilities and users must divide their attention between the two tasks [21]. is means either an increase in cognitive load, a decrease in pace, a decrease in task performance or a combination of these [22]. ere are many examples of distracted input on smart phones where users must split their a ention between the task of navigating their physical environment and navigating information on the smart phone screen [26]. It could even be interpreted that users are performing tasks inside a bubble, ipping back and forth between the information on the screen and the outside world [17]. Given that today's users are more likely to be mobile when they search for information online, a deeper understanding of their interactions and challenges whilst mobile will help understand situational search behaviour and the in uences of these fragmentations on search.",1,ad,True
"in 8 participants for each. Distraction level was a between-subjects variable, while device type was within-subjects.",0,,False
"Following the procedure of Lin et al. [23], participants on the treadmill were asked to select a comfortable walking pace using the increase and decrease belt speed bu ons, which was then increased by 20% to induce a small amount of ambulatory distraction. e resulting speeds ranged between 2.2 MPH (3.5 KPH) and 3.8 MPH (6.1 KPH) with a mean of 2.9 MPH (4.7 KPH) and men choosing to walk, on average, 0.78 MPH faster than women. e obstacle course group was shown how to navigate a pre-de ned layout (see Figure 1), were asked to maintain a normal walking pace and were prompted to speed up by the researchers if their pace began to noticeably decrease during the task.",1,ad,True
3 METHOD,0,,False
"We conducted a laboratory experiment with 24 participants drawn from a large European University (a mixture of academic sta , support sta and post-graduate students), of whom 13 were male. Although participants were randomly assigned to one of the 3 conditions, there was a very equal spread of genders with no fewer than 3 of each gender assigned to all conditions (X2,""0.59, p-value"",""0.75). Ages ranged from 18 to 60, with 2 modal age ranges of between 25 and 30 and between 31 and 40. Ages were also distributed between the experimental conditions with no signi cant di erences (X2"",""5.13, p-value"",0.74). 18 of the participants were native English speakers and the rest were completely uent in the language.",1,ad,True
"ere were two independent variables: the type of device (tablet or phone; a Huawei MediaPad M2 8"" and Moto X Style respectively, both running Android version 5 with the Google Chrome web browser) and the level of distraction. e distraction level was varied by simulating 2 everyday situations experienced by mobile device users: walking quickly on a treadmill and navigating an environment with obstacles, as well as a baseline condition in which the participant was seated without any distractions. Participants were randomly allocated to one of the three conditions, resulting",1,ad,True
Figure 1: Plan view of obstacle course layout. Participants began at the orange arrow and followed the course in an anticlockwise direction (green circle followed by yellow).,0,,False
"In order to ensure that we could control the search system and record interaction data we developed a simple mobile search interface named zing, shown in Figure 2. e zing interface mimics a standard search engine by showing the titles of 10 links in descending order of relevance together with snippets for each. e interface allowed participants to enter search terms and indicate (via checkboxes) which documents they thought were relevant. It showed the current task (TREC topic) at the bo om of the screen and allowed participants to progress to the next topic at any time. e interface also prompted users to ll in pre- and post-topic questionnaires to survey their perceptions about the task and their self-assessed post-task performance, satisfaction, perceived time pressure and focus/involvement on the task. Half of the participants completed their rst 2 topics on a phone, moving on to the tablet for their nal 2 topics, while the other half began with the tablet.",1,TREC,True
"We used a standard test collection: AQUAINT, and removed duplicate documents in a pre-processing step to provide a be er",1,AQUAINT,True
157,0,,False
Session 2A: Search Interaction 1,1,Session,True
"SIGIR'17, August 7-11, 2017, Shinjuku, Tokyo, Japan",0,,False
