Subset,Other Set,Sampling,Technique,Classifier,Iteration,Precision,Recall,AUC,Accuracy
Train_Set,Dev_Set,Oversampling,ROS,Random Forest,7,0.97933476,0.99025974,0.984913328,0.984853474
Train_Set,Dev_Set,Oversampling,ROS,Logistic Regression,8,0.981271562,0.993938097,0.987675498,0.987611619
Train_Set,Dev_Set,Oversampling,ROS,Decision Tree,8,0.980234261,0.990140498,0.985279955,0.985232647
Train_Set,Dev_Set,Oversampling,ROS,Naive Bayes,8,0.982764175,0.99176375,0.987306324,0.987275026
Train_Set,Dev_Set,Oversampling,ROS,XGBoost,8,0.980937515,0.991774271,0.986399425,0.986357597
Train_Set,Dev_Set,Oversampling,ROS,Random Forest,8,0.982261641,0.99348773,0.987988551,0.987921779
Train_Set,Dev_Set,Oversampling,ROS,Logistic Regression,9,0.978861087,0.945416667,0.96210472,0.961823966
Train_Set,Dev_Set,Oversampling,ROS,Decision Tree,9,0.977843427,0.946873723,0.961408486,0.961432798
Train_Set,Dev_Set,Oversampling,ROS,Naive Bayes,9,0.978303199,0.951054624,0.96343772,0.963595474
Train_Set,Dev_Set,Oversampling,ROS,XGBoost,9,0.984234705,0.952992317,0.967926321,0.967898275
Train_Set,Dev_Set,Oversampling,ROS,Random Forest,9,0.987567924,0.951606505,0.968681081,0.968677972
Train_Set,Dev_Set,Oversampling,ROS,Logistic Regression,10,0.986059283,0.952202883,0.968153492,0.968199626
Train_Set,Dev_Set,Oversampling,ROS,Decision Tree,10,0.984748658,0.950144211,0.966524363,0.966529367
Train_Set,Dev_Set,Oversampling,ROS,Naive Bayes,10,0.985932131,0.952040234,0.968029418,0.968066503
Train_Set,Dev_Set,Oversampling,ROS,XGBoost,10,0.985951469,0.951129363,0.967484232,0.967542944
Train_Set,Dev_Set,Oversampling,ROS,Random Forest,10,0.988529763,0.949539218,0.968043189,0.968025733
Train_Set,Dev_Set,Undersampling,RUS,Logistic Regression,1,0.907910272,0.882893226,0.897626388,0.897785349
Train_Set,Dev_Set,Undersampling,RUS,Decision Tree,1,0.905715969,0.880802292,0.894476921,0.894465156
Train_Set,Dev_Set,Undersampling,RUS,Naive Bayes,1,0.920450136,0.904308044,0.912332732,0.912257071
Train_Set,Dev_Set,Undersampling,RUS,XGBoost,1,0.92887931,0.900059666,0.915665061,0.915685982
Train_Set,Dev_Set,Undersampling,RUS,Random Forest,1,0.923135081,0.902439024,0.913312478,0.913264044
Train_Set,Dev_Set,Undersampling,RUS,Logistic Regression,2,0.928613454,0.912331407,0.922019362,0.922148289
Train_Set,Dev_Set,Undersampling,RUS,Decision Tree,2,0.936787227,0.909090909,0.923395808,0.92328527
Train_Set,Dev_Set,Undersampling,RUS,Naive Bayes,2,0.930860742,0.917505863,0.925302227,0.925374154
Train_Set,Dev_Set,Undersampling,RUS,XGBoost,2,0.932751864,0.912903625,0.923404229,0.923382098
Train_Set,Dev_Set,Undersampling,RUS,Random Forest,2,0.931766576,0.924628211,0.92868232,0.92869575
Train_Set,Dev_Set,Undersampling,RUS,Logistic Regression,3,0.941383353,0.921928817,0.932874521,0.932992618
Train_Set,Dev_Set,Undersampling,RUS,Decision Tree,3,0.93670151,0.924355301,0.930891772,0.930886149
Train_Set,Dev_Set,Undersampling,RUS,Naive Bayes,3,0.941976791,0.897445673,0.920556558,0.920338657
Train_Set,Dev_Set,Undersampling,RUS,XGBoost,3,0.936735941,0.914379475,0.926395331,0.92641144
Train_Set,Dev_Set,Undersampling,RUS,Random Forest,3,0.941000747,0.931263858,0.936176299,0.936154417
Train_Set,Dev_Set,Undersampling,RUS,Logistic Regression,4,0.944065484,0.933333333,0.93974359,0.939828897
Train_Set,Dev_Set,Undersampling,RUS,Decision Tree,4,0.958104173,0.936442688,0.947428152,0.947343265
Train_Set,Dev_Set,Undersampling,RUS,Naive Bayes,4,0.961954233,0.945233825,0.954266425,0.954349757
Train_Set,Dev_Set,Undersampling,RUS,XGBoost,4,0.96557377,0.947296796,0.956689769,0.956669973
Train_Set,Dev_Set,Undersampling,RUS,Random Forest,4,0.955332726,0.944569626,0.950348607,0.95036775
Train_Set,Dev_Set,Undersampling,RUS,Logistic Regression,5,0.655775076,0.990815155,0.740913195,0.738216922
Train_Set,Dev_Set,Undersampling,RUS,Decision Tree,5,0.733700254,0.993123209,0.816021995,0.816174362
Train_Set,Dev_Set,Undersampling,RUS,Naive Bayes,5,0.741714286,0.989706443,0.819251046,0.820858187
Train_Set,Dev_Set,Undersampling,RUS,XGBoost,5,0.678447395,0.99075179,0.761219394,0.760911664
Train_Set,Dev_Set,Undersampling,RUS,Random Forest,5,0.739114459,0.99113082,0.8190802,0.819846573
Train_Set,Dev_Set,Undersampling,RUS,Logistic Regression,6,0.684112646,0.992292871,0.773069512,0.770152091
Train_Set,Dev_Set,Undersampling,RUS,Decision Tree,6,0.742758784,0.989249012,0.820652123,0.821954911
Train_Set,Dev_Set,Undersampling,RUS,Naive Bayes,6,0.676886792,0.989791695,0.762975479,0.760882936
Train_Set,Dev_Set,Undersampling,RUS,XGBoost,6,0.730642805,0.989978968,0.811736906,0.812112571
Train_Set,Dev_Set,Undersampling,RUS,Random Forest,6,0.67316812,0.991550248,0.756659287,0.755881197
Train_Set,Dev_Set,Undersampling,RUS,Logistic Regression,7,0.936854191,0.944444444,0.941564474,0.941510505
Train_Set,Dev_Set,Undersampling,RUS,Decision Tree,7,0.933524355,0.969642857,0.95272403,0.952107829
Train_Set,Dev_Set,Undersampling,RUS,Naive Bayes,7,0.952725886,0.966357309,0.959432963,0.959399654
Train_Set,Dev_Set,Undersampling,RUS,XGBoost,7,0.951073986,0.981527094,0.967098323,0.966631908
Train_Set,Dev_Set,Undersampling,RUS,Random Forest,7,0.951219512,0.984195769,0.968294085,0.967829745
Train_Set,Dev_Set,Undersampling,RUS,Logistic Regression,8,0.955684008,0.980430915,0.969157043,0.968726236
Train_Set,Dev_Set,Undersampling,RUS,Decision Tree,8,0.959367589,0.986506259,0.973181277,0.972914841
Train_Set,Dev_Set,Undersampling,RUS,Naive Bayes,8,0.963029383,0.987411598,0.975987962,0.975603089
Train_Set,Dev_Set,Undersampling,RUS,XGBoost,8,0.958554992,0.989780276,0.974719136,0.974274733
Train_Set,Dev_Set,Undersampling,RUS,Random Forest,8,0.968679585,0.986348514,0.977889454,0.977710404
Train_Set,Dev_Set,Undersampling,RUS,Logistic Regression,9,0.94489093,0.918526786,0.931434229,0.93128904
Train_Set,Dev_Set,Undersampling,RUS,Decision Tree,9,0.944412607,0.915047196,0.928291264,0.928305133
Train_Set,Dev_Set,Undersampling,RUS,Naive Bayes,9,0.963400686,0.917241379,0.937411299,0.93765634
Train_Set,Dev_Set,Undersampling,RUS,XGBoost,9,0.970167064,0.925441093,0.946107037,0.94607478
Train_Set,Dev_Set,Undersampling,RUS,Random Forest,9,0.96649421,0.920892019,0.941362939,0.941474882
Train_Set,Dev_Set,Undersampling,RUS,Logistic Regression,10,0.970905588,0.918017854,0.94323891,0.942870722
Train_Set,Dev_Set,Undersampling,RUS,Decision Tree,10,0.968063241,0.928008487,0.945897388,0.946068669
Train_Set,Dev_Set,Undersampling,RUS,Naive Bayes,10,0.973513588,0.919239286,0.944774129,0.944508987
Train_Set,Dev_Set,Undersampling,RUS,XGBoost,10,0.972287517,0.920365382,0.943902486,0.943962311
Train_Set,Dev_Set,Undersampling,RUS,Random Forest,10,0.976115367,0.917407878,0.944409111,0.944304082
Train_Set,Test_Set,Imbalanced,Imbalanced,Logistic Regression,1,0.86970684,0.743732591,0.853244321,0.907885555
Train_Set,Test_Set,Imbalanced,Imbalanced,Decision Tree,1,0.875,0.717182497,0.833694983,0.87399651
Train_Set,Test_Set,Imbalanced,Imbalanced,Naive Bayes,1,0.885947047,0.737288136,0.850683837,0.901814798
Train_Set,Test_Set,Imbalanced,Imbalanced,XGBoost,1,0.891042781,0.764334862,0.861725997,0.899842959
Train_Set,Test_Set,Imbalanced,Imbalanced,Random Forest,1,0.901023891,0.779527559,0.872811324,0.913176996
Train_Set,Test_Set,Imbalanced,Imbalanced,Logistic Regression,2,0.889152061,0.785684387,0.873992508,0.913215449
Train_Set,Test_Set,Imbalanced,Imbalanced,Decision Tree,2,0.899283607,0.76984127,0.868453775,0.912553595
Train_Set,Test_Set,Imbalanced,Imbalanced,Naive Bayes,2,0.896700707,0.77944691,0.874312697,0.920694469
Train_Set,Test_Set,Imbalanced,Imbalanced,XGBoost,2,0.898219814,0.78758059,0.880570229,0.931053203
Train_Set,Test_Set,Imbalanced,Imbalanced,Random Forest,2,0.900990099,0.79743849,0.887275583,0.939903678
Train_Set,Test_Set,Imbalanced,Imbalanced,Logistic Regression,3,0.917808219,0.746518106,0.862085869,0.919748779
Train_Set,Test_Set,Imbalanced,Imbalanced,Decision Tree,3,0.927726675,0.753468517,0.862470773,0.90017452
Train_Set,Test_Set,Imbalanced,Imbalanced,Naive Bayes,3,0.936363636,0.78559322,0.88269398,0.926477431
Train_Set,Test_Set,Imbalanced,Imbalanced,XGBoost,3,0.95862069,0.797018349,0.89098472,0.927761298
Train_Set,Test_Set,Imbalanced,Imbalanced,Random Forest,3,0.955417607,0.833169291,0.908887841,0.941652708
Train_Set,Test_Set,Imbalanced,Imbalanced,Logistic Regression,4,0.940980485,0.827542905,0.90378273,0.937645416
Train_Set,Test_Set,Imbalanced,Imbalanced,Decision Tree,4,0.935633151,0.802308802,0.890612855,0.930102702
Train_Set,Test_Set,Imbalanced,Imbalanced,Naive Bayes,4,0.928706149,0.840559918,0.909205308,0.942767405
Train_Set,Test_Set,Imbalanced,Imbalanced,XGBoost,4,0.922362556,0.842551748,0.910770194,0.947805181
Train_Set,Test_Set,Imbalanced,Imbalanced,Random Forest,4,0.935233161,0.851702056,0.918148563,0.957074056
Train_Set,Test_Set,Imbalanced,Imbalanced,Logistic Regression,5,0.68907563,0.913649025,0.887923209,0.87508723
Train_Set,Test_Set,Imbalanced,Imbalanced,Decision Tree,5,0.824696803,0.798292423,0.857911771,0.878534031
Train_Set,Test_Set,Imbalanced,Imbalanced,Naive Bayes,5,0.771172638,0.802542373,0.85621025,0.880409493
Train_Set,Test_Set,Imbalanced,Imbalanced,XGBoost,5,0.817375887,0.793004587,0.857751353,0.883091956
Train_Set,Test_Set,Imbalanced,Imbalanced,Random Forest,5,0.83658408,0.781003937,0.860299318,0.894611949
Train_Set,Test_Set,Imbalanced,Imbalanced,Logistic Regression,6,0.832568807,0.759732105,0.850463765,0.890763146
Train_Set,Test_Set,Imbalanced,Imbalanced,Decision Tree,6,0.833198708,0.744227994,0.843658713,0.888124439
Train_Set,Test_Set,Imbalanced,Imbalanced,Naive Bayes,6,0.816439366,0.756230795,0.84893457,0.894259292
Train_Set,Test_Set,Imbalanced,Imbalanced,XGBoost,6,0.84118541,0.75127248,0.85462488,0.910733675
Train_Set,Test_Set,Imbalanced,Imbalanced,Random Forest,6,0.834475298,0.779912369,0.86975372,0.922384309
Train_Set,Test_Set,Imbalanced,Imbalanced,Logistic Regression,7,0.746518106,0.933797909,0.927195639,0.923237962
Train_Set,Test_Set,Imbalanced,Imbalanced,Decision Tree,7,0.774813234,0.947780679,0.92362831,0.912390925
Train_Set,Test_Set,Imbalanced,Imbalanced,Naive Bayes,7,0.790677966,0.960865088,0.943312015,0.933690088
Train_Set,Test_Set,Imbalanced,Imbalanced,XGBoost,7,0.841169725,0.967040211,0.95065347,0.942941895
Train_Set,Test_Set,Imbalanced,Imbalanced,Random Forest,7,0.863188976,0.975528365,0.961860343,0.955053043
Train_Set,Test_Set,Imbalanced,Imbalanced,Logistic Regression,8,0.861448305,0.97029703,0.959588669,0.954164728
Train_Set,Test_Set,Imbalanced,Imbalanced,Decision Tree,8,0.864718615,0.96187801,0.956061733,0.953135906
Train_Set,Test_Set,Imbalanced,Imbalanced,Naive Bayes,8,0.866165927,0.955195783,0.95534034,0.955417903
Train_Set,Test_Set,Imbalanced,Imbalanced,XGBoost,8,0.869019342,0.963506396,0.962898176,0.962540717
Train_Set,Test_Set,Imbalanced,Imbalanced,Random Forest,8,0.876643074,0.96727408,0.967912689,0.96831158
Train_Set,Test_Set,Imbalanced,Imbalanced,Logistic Regression,9,0.771587744,0.932659933,0.876482885,0.928820656
Train_Set,Test_Set,Imbalanced,Imbalanced,Decision Tree,9,0.768409819,0.939947781,0.872275449,0.908202443
Train_Set,Test_Set,Imbalanced,Imbalanced,Naive Bayes,9,0.777118644,0.943415638,0.879739566,0.926012099
Train_Set,Test_Set,Imbalanced,Imbalanced,XGBoost,9,0.797591743,0.947547684,0.889139488,0.924969464
Train_Set,Test_Set,Imbalanced,Imbalanced,Random Forest,9,0.843011811,0.954849498,0.913614245,0.944165271
Train_Set,Test_Set,Imbalanced,Imbalanced,Logistic Regression,10,0.837170364,0.942507069,0.908757568,0.940553746
Train_Set,Test_Set,Imbalanced,Imbalanced,Decision Tree,10,0.838383838,0.929228309,0.906996797,0.937680726
Train_Set,Test_Set,Imbalanced,Imbalanced,Naive Bayes,10,0.841584158,0.92773805,0.90954164,0.942767405
Train_Set,Test_Set,Imbalanced,Imbalanced,XGBoost,10,0.846623685,0.932361734,0.914213622,0.950907399
Train_Set,Test_Set,Imbalanced,Imbalanced,Random Forest,10,0.855409505,0.930693069,0.91938609,0.956864661
Train_Set,Test_Set,Undersampling,TomekLinks,Logistic Regression,1,0.775075988,0.739130435,0.835557864,0.88555478
Train_Set,Test_Set,Undersampling,TomekLinks,Decision Tree,1,0.784735812,0.690189329,0.821014104,0.89877836
Train_Set,Test_Set,Undersampling,TomekLinks,Naive Bayes,1,0.777380952,0.726362625,0.835673222,0.899255468
Train_Set,Test_Set,Undersampling,TomekLinks,XGBoost,1,0.809815951,0.750609261,0.851193519,0.90856744
Train_Set,Test_Set,Undersampling,TomekLinks,Random Forest,1,0.843283582,0.786708861,0.872670333,0.920714685
Train_Set,Test_Set,Undersampling,TomekLinks,Logistic Regression,2,0.863340564,0.773942635,0.867702316,0.916589111
Train_Set,Test_Set,Undersampling,TomekLinks,Decision Tree,2,0.898727984,0.756589786,0.864678264,0.920430751
Train_Set,Test_Set,Undersampling,TomekLinks,Naive Bayes,2,0.901910828,0.766787004,0.870105421,0.923486303
Train_Set,Test_Set,Undersampling,TomekLinks,XGBoost,2,0.906853465,0.773578811,0.874235823,0.926554987
Train_Set,Test_Set,Undersampling,TomekLinks,Random Forest,2,0.908792651,0.787155442,0.880716877,0.928317163
Train_Set,Test_Set,Undersampling,TomekLinks,Logistic Regression,3,0.908730159,0.663768116,0.821314205,0.903000698
Train_Set,Test_Set,Undersampling,TomekLinks,Decision Tree,3,0.932631579,0.762478485,0.874233989,0.940663176
Train_Set,Test_Set,Undersampling,TomekLinks,Naive Bayes,3,0.901960784,0.81868743,0.897575548,0.943462075
Train_Set,Test_Set,Undersampling,TomekLinks,XGBoost,3,0.906028369,0.830219334,0.903331889,0.94503577
Train_Set,Test_Set,Undersampling,TomekLinks,Random Forest,3,0.940056417,0.843670886,0.914224412,0.953657175
Train_Set,Test_Set,Undersampling,TomekLinks,Logistic Regression,4,0.937697994,0.863393291,0.922673859,0.953583062
Train_Set,Test_Set,Undersampling,TomekLinks,Decision Tree,4,0.943476213,0.824958814,0.904585709,0.945657593
Train_Set,Test_Set,Undersampling,TomekLinks,Naive Bayes,4,0.918241419,0.859566787,0.917588272,0.94756587
Train_Set,Test_Set,Undersampling,TomekLinks,XGBoost,4,0.934069727,0.874031008,0.927268617,0.954940282
Train_Set,Test_Set,Undersampling,TomekLinks,Random Forest,4,0.937065053,0.880079568,0.930417282,0.956027082
Train_Set,Test_Set,Undersampling,TomekLinks,Logistic Regression,5,0.697727273,0.889855072,0.883806213,0.880669923
Train_Set,Test_Set,Undersampling,TomekLinks,Decision Tree,5,0.751987281,0.814113597,0.872906186,0.907853403
Train_Set,Test_Set,Undersampling,TomekLinks,Naive Bayes,5,0.735059761,0.820912125,0.871326907,0.900651466
Train_Set,Test_Set,Undersampling,TomekLinks,XGBoost,5,0.761867089,0.78229082,0.857700966,0.900715407
Train_Set,Test_Set,Undersampling,TomekLinks,Random Forest,5,0.801158301,0.787974684,0.866319004,0.910106086
Train_Set,Test_Set,Undersampling,TomekLinks,Logistic Regression,6,0.803061224,0.765192027,0.853080797,0.898906468
Train_Set,Test_Set,Undersampling,TomekLinks,Decision Tree,6,0.805471125,0.764003295,0.852531841,0.898195234
Train_Set,Test_Set,Undersampling,TomekLinks,Naive Bayes,6,0.783823529,0.76967509,0.851013339,0.893037864
Train_Set,Test_Set,Undersampling,TomekLinks,XGBoost,6,0.798710115,0.76001292,0.849745182,0.896385916
Train_Set,Test_Set,Undersampling,TomekLinks,Random Forest,6,0.794496991,0.787723785,0.860692018,0.897815314
Train_Set,Test_Set,Undersampling,TomekLinks,Logistic Regression,7,0.739130435,0.897887324,0.909779171,0.916957432
Train_Set,Test_Set,Undersampling,TomekLinks,Decision Tree,7,0.759036145,0.924528302,0.932950918,0.938568935
Train_Set,Test_Set,Undersampling,TomekLinks,Naive Bayes,7,0.82647386,0.941698352,0.948620621,0.953001396
Train_Set,Test_Set,Undersampling,TomekLinks,XGBoost,7,0.881397238,0.953427065,0.960819781,0.965276566
Train_Set,Test_Set,Undersampling,TomekLinks,Random Forest,7,0.892405063,0.965092402,0.967641765,0.969151312
Train_Set,Test_Set,Undersampling,TomekLinks,Logistic Regression,8,0.909090909,0.977522216,0.974770385,0.973243369
Train_Set,Test_Set,Undersampling,TomekLinks,Decision Tree,8,0.901565074,0.979418345,0.974376865,0.971582411
Train_Set,Test_Set,Undersampling,TomekLinks,Naive Bayes,8,0.909747292,0.979782271,0.975830393,0.973652068
Train_Set,Test_Set,Undersampling,TomekLinks,XGBoost,8,0.924418605,0.985197935,0.980886083,0.97851714
Train_Set,Test_Set,Undersampling,TomekLinks,Random Forest,8,0.930093777,0.990617433,0.98415023,0.980665876
Train_Set,Test_Set,Undersampling,TomekLinks,Logistic Regression,9,0.785507246,0.900332226,0.878966858,0.927424983
Train_Set,Test_Set,Undersampling,TomekLinks,Decision Tree,9,0.748709122,0.893223819,0.862971023,0.930890052
Train_Set,Test_Set,Undersampling,TomekLinks,Naive Bayes,9,0.779755284,0.894132653,0.877668168,0.934620754
Train_Set,Test_Set,Undersampling,TomekLinks,XGBoost,9,0.820471162,0.89937667,0.897680025,0.941720468
Train_Set,Test_Set,Undersampling,TomekLinks,Random Forest,9,0.843037975,0.911704312,0.909968128,0.947375768
Train_Set,Test_Set,Undersampling,TomekLinks,Logistic Regression,10,0.846864366,0.939083558,0.914791718,0.9502094
Train_Set,Test_Set,Undersampling,TomekLinks,Decision Tree,10,0.829489292,0.945539906,0.907114071,0.947153256
Train_Set,Test_Set,Undersampling,TomekLinks,Naive Bayes,10,0.841155235,0.941794665,0.912294138,0.949049032
Train_Set,Test_Set,Undersampling,TomekLinks,XGBoost,10,0.843346253,0.942259112,0.913508195,0.949976733
Train_Set,Test_Set,Undersampling,TomekLinks,Random Forest,10,0.856777494,0.93954503,0.919413913,0.951280798
Train_Set,Test_Set,Undersampling,NearMiss,Logistic Regression,1,0.887340302,0.877152698,0.885744105,0.885969816
Train_Set,Test_Set,Undersampling,NearMiss,Decision Tree,1,0.882484611,0.88051368,0.883653066,0.883708173
Train_Set,Test_Set,Undersampling,NearMiss,Naive Bayes,1,0.907297096,0.903596589,0.904976181,0.904966393
Train_Set,Test_Set,Undersampling,NearMiss,XGBoost,1,0.91280094,0.912265258,0.913484726,0.913497823
Train_Set,Test_Set,Undersampling,NearMiss,Random Forest,1,0.917241379,0.910736121,0.914925114,0.914958146
Train_Set,Test_Set,Undersampling,NearMiss,Logistic Regression,2,0.913373037,0.914693656,0.913821257,0.913822757
Train_Set,Test_Set,Undersampling,NearMiss,Decision Tree,2,0.910313216,0.916756424,0.912711494,0.912734024
Train_Set,Test_Set,Undersampling,NearMiss,Naive Bayes,2,0.916863983,0.91146855,0.914084084,0.914073782
Train_Set,Test_Set,Undersampling,NearMiss,XGBoost,2,0.920807091,0.915787032,0.917322292,0.917299429
Train_Set,Test_Set,Undersampling,NearMiss,Random Forest,2,0.920422614,0.921873241,0.920686478,0.920692386
Train_Set,Test_Set,Undersampling,NearMiss,Logistic Regression,3,0.886117137,0.938002296,0.911811606,0.911123533
Train_Set,Test_Set,Undersampling,NearMiss,Decision Tree,3,0.935890097,0.912897822,0.926260232,0.926494789
Train_Set,Test_Set,Undersampling,NearMiss,Naive Bayes,3,0.913812571,0.900259548,0.907068473,0.907020164
Train_Set,Test_Set,Undersampling,NearMiss,XGBoost,3,0.912852113,0.912852113,0.913778153,0.913788099
Train_Set,Test_Set,Undersampling,NearMiss,Random Forest,3,0.942758451,0.934458303,0.93930426,0.939342472
Train_Set,Test_Set,Undersampling,NearMiss,Logistic Regression,4,0.970057653,0.942707392,0.956754494,0.956730334
Train_Set,Test_Set,Undersampling,NearMiss,Decision Tree,4,0.966130794,0.952454224,0.959345207,0.959306823
Train_Set,Test_Set,Undersampling,NearMiss,Naive Bayes,4,0.963527054,0.943114947,0.953566173,0.95352501
Train_Set,Test_Set,Undersampling,NearMiss,XGBoost,4,0.952228923,0.934114372,0.942917607,0.942786509
Train_Set,Test_Set,Undersampling,NearMiss,Random Forest,4,0.964530892,0.949003715,0.956878208,0.956839009
Train_Set,Test_Set,Undersampling,NearMiss,Logistic Regression,5,0.541509434,0.988518944,0.597200648,0.586920067
Train_Set,Test_Set,Undersampling,NearMiss,Decision Tree,5,0.578895786,0.989391401,0.647256348,0.641250686
Train_Set,Test_Set,Undersampling,NearMiss,Naive Bayes,5,0.759111617,0.988505747,0.835170512,0.836258402
Train_Set,Test_Set,Undersampling,NearMiss,XGBoost,5,0.594941156,0.993838028,0.66578748,0.662264151
Train_Set,Test_Set,Undersampling,NearMiss,Random Forest,5,0.598005656,0.982636341,0.666209841,0.663714667
Train_Set,Test_Set,Undersampling,NearMiss,Logistic Regression,6,0.737720488,0.982649557,0.816043676,0.816330225
Train_Set,Test_Set,Undersampling,NearMiss,Decision Tree,6,0.729310345,0.976304047,0.804940572,0.805895095
Train_Set,Test_Set,Undersampling,NearMiss,Naive Bayes,6,0.716146332,0.97789983,0.793615791,0.794341604
Train_Set,Test_Set,Undersampling,NearMiss,XGBoost,6,0.731700964,0.97749681,0.804116474,0.806698452
Train_Set,Test_Set,Undersampling,NearMiss,Random Forest,6,0.741891777,0.986265901,0.819852678,0.820681073
Train_Set,Test_Set,Undersampling,NearMiss,Logistic Regression,7,0.919632606,0.923875433,0.923976762,0.923979877
Train_Set,Test_Set,Undersampling,NearMiss,Decision Tree,7,0.936348409,0.951759364,0.945624905,0.945419638
Train_Set,Test_Set,Undersampling,NearMiss,Naive Bayes,7,0.949202818,0.973014063,0.961369417,0.961165049
Train_Set,Test_Set,Undersampling,NearMiss,XGBoost,7,0.954812207,0.97512736,0.965891853,0.965602322
Train_Set,Test_Set,Undersampling,NearMiss,Random Forest,7,0.952555637,0.975945878,0.965160145,0.964818634
Train_Set,Test_Set,Undersampling,NearMiss,Logistic Regression,8,0.96222664,0.989039569,0.976069926,0.97574002
Train_Set,Test_Set,Undersampling,NearMiss,Decision Tree,8,0.963532851,0.985210824,0.974568883,0.974392697
Train_Set,Test_Set,Undersampling,NearMiss,Naive Bayes,8,0.962861253,0.986600563,0.975027215,0.974793226
Train_Set,Test_Set,Undersampling,NearMiss,XGBoost,8,0.963113328,0.986104513,0.974496999,0.974395197
Train_Set,Test_Set,Undersampling,NearMiss,Random Forest,8,0.962850388,0.990389069,0.976946359,0.976637629
Train_Set,Test_Set,Undersampling,NearMiss,Logistic Regression,9,0.939150402,0.889130435,0.914019645,0.913359419
Train_Set,Test_Set,Undersampling,NearMiss,Decision Tree,9,0.94639866,0.884655532,0.913630597,0.913055403
Train_Set,Test_Set,Undersampling,NearMiss,Naive Bayes,9,0.966629588,0.901764095,0.929911259,0.93017177
Train_Set,Test_Set,Undersampling,NearMiss,XGBoost,9,0.97241784,0.909939594,0.939109552,0.938751814
Train_Set,Test_Set,Undersampling,NearMiss,Random Forest,9,0.974565909,0.911065386,0.940460614,0.940191678
Train_Set,Test_Set,Undersampling,NearMiss,Logistic Regression,10,0.975239472,0.895155939,0.930311067,0.930388341
Train_Set,Test_Set,Undersampling,NearMiss,Decision Tree,10,0.970303124,0.902533276,0.932171945,0.932384342
Train_Set,Test_Set,Undersampling,NearMiss,Naive Bayes,10,0.97253825,0.899600823,0.931570298,0.931731653
Train_Set,Test_Set,Undersampling,NearMiss,XGBoost,10,0.971581023,0.906787918,0.934344527,0.934899052
Train_Set,Test_Set,Undersampling,NearMiss,Random Forest,10,0.980862321,0.907131702,0.93972053,0.939925331
Train_Set,Test_Set,Undersampling,SMOTE,Logistic Regression,1,0.944762684,0.943218954,0.943843126,0.943840951
Train_Set,Test_Set,Undersampling,SMOTE,Decision Tree,1,0.943059777,0.949021207,0.94516028,0.945206893
Train_Set,Test_Set,Undersampling,SMOTE,Naive Bayes,1,0.948572202,0.953346028,0.950634916,0.950645095
Train_Set,Test_Set,Undersampling,SMOTE,XGBoost,1,0.949215607,0.956235437,0.952643546,0.952636102
Train_Set,Test_Set,Undersampling,SMOTE,Random Forest,1,0.955830671,0.960973259,0.958622009,0.958603928
Train_Set,Test_Set,Undersampling,SMOTE,Logistic Regression,2,0.948710935,0.95847727,0.953356931,0.95335428
Train_Set,Test_Set,Undersampling,SMOTE,Decision Tree,2,0.953302557,0.953246138,0.953217552,0.953217587
Train_Set,Test_Set,Undersampling,SMOTE,Naive Bayes,2,0.956645121,0.954788629,0.955736224,0.955735726
Train_Set,Test_Set,Undersampling,SMOTE,XGBoost,2,0.953715321,0.958346953,0.956129656,0.956119556
Train_Set,Test_Set,Undersampling,SMOTE,Random Forest,2,0.957495041,0.964798499,0.960961053,0.960963167
Train_Set,Test_Set,Undersampling,SMOTE,Logistic Regression,3,0.966707768,0.960784314,0.963732346,0.963722074
Train_Set,Test_Set,Undersampling,SMOTE,Decision Tree,3,0.960424317,0.960032626,0.9597531,0.959756475
Train_Set,Test_Set,Undersampling,SMOTE,Naive Bayes,3,0.961637522,0.964907508,0.963062223,0.963069151
Train_Set,Test_Set,Undersampling,SMOTE,XGBoost,3,0.971823823,0.967885726,0.969969901,0.96997422
Train_Set,Test_Set,Undersampling,SMOTE,Random Forest,3,0.977951235,0.975909419,0.977121245,0.977130563
Train_Set,Test_Set,Undersampling,SMOTE,Logistic Regression,4,0.975359911,0.973607849,0.974518742,0.974519214
Train_Set,Test_Set,Undersampling,SMOTE,Decision Tree,4,0.975814559,0.976623069,0.976178636,0.976179189
Train_Set,Test_Set,Undersampling,SMOTE,Naive Bayes,4,0.974141096,0.974090003,0.974102651,0.974102645
Train_Set,Test_Set,Undersampling,SMOTE,XGBoost,4,0.974308578,0.972215737,0.973406004,0.973411426
Train_Set,Test_Set,Undersampling,SMOTE,Random Forest,4,0.974226384,0.975974874,0.975063267,0.975063769
Train_Set,Test_Set,Undersampling,SMOTE,Logistic Regression,5,0.784054229,0.992238562,0.858521585,0.858987497
Train_Set,Test_Set,Undersampling,SMOTE,Decision Tree,5,0.770717794,0.991843393,0.844783196,0.846558663
Train_Set,Test_Set,Undersampling,SMOTE,Naive Bayes,5,0.772125066,0.990886834,0.8481226,0.848658612
Train_Set,Test_Set,Undersampling,SMOTE,XGBoost,5,0.703434373,0.989768007,0.787105553,0.786685538
Train_Set,Test_Set,Undersampling,SMOTE,Random Forest,5,0.708791525,0.988597125,0.794314378,0.792820431
Train_Set,Test_Set,Undersampling,SMOTE,Logistic Regression,6,0.710634913,0.987494818,0.792905391,0.792804613
Train_Set,Test_Set,Undersampling,SMOTE,Decision Tree,6,0.764107521,0.982482097,0.839209011,0.839387296
